Cycle, Iteration, PacketSize, B, C, R_last
6 , 31 , 3850 , 24 , 1205 , 3850
6 , 32 , 3850 , 23 , 2099 , 3850
6 , 33 , 3850 , 24 , 2171 , 3850
6 , 34 , 3850 , 25 , 2010 , 3850
6 , 35 , 3850 , 25 , 1269 , 3850
6 , 36 , 3850 , 26 , 2687 , 3850
6 , 37 , 3850 , 26 , 3868 , 3850
6 , 38 , 3850 , 25 , 3444 , 3850
6 , 39 , 3850 , 25 , 4222 , 3850
6 , 40 , 3850 , 25 , 5000 , 3850
6 , 41 , 3850 , 25 , 5634 , 3850
6 , 42 , 3850 , 26 , 4319 , 3850
6 , 43 , 3850 , 26 , 4380 , 3850
6 , 44 , 3850 , 26 , 3155 , 3850
6 , 45 , 3850 , 26 , 2952 , 3850
6 , 46 , 3850 , 25 , 2660 , 3850
6 , 47 , 3850 , 24 , 3076 , 3850
6 , 48 , 3850 , 25 , 2497 , 3850
6 , 49 , 3850 , 26 , 3768 , 3850
6 , 50 , 3850 , 27 , 2976 , 3850
6 , 51 , 3850 , 26 , 4168 , 3850
6 , 52 , 3850 , 27 , 4908 , 3850
6 , 53 , 3850 , 27 , 4293 , 3850
6 , 54 , 3850 , 26 , 5424 , 3850
6 , 55 , 3850 , 27 , 4316 , 3850
6 , 56 , 3850 , 26 , 5540 , 3850
6 , 57 , 3850 , 26 , 5525 , 3850
6 , 58 , 3850 , 27 , 4736 , 3850
6 , 59 , 3850 , 26 , 6027 , 3850
6 , 60 , 4300 , 27 , 6006 , 3850
6 , 61 , 4300 , 28 , 5563 , 4300
6 , 62 , 4300 , 29 , 4805 , 4300
6 , 63 , 4300 , 28 , 4703 , 4300
6 , 64 , 4300 , 29 , 3877 , 4300
6 , 65 , 4300 , 28 , 4427 , 4300
6 , 66 , 4300 , 28 , 3053 , 4300
6 , 67 , 4300 , 28 , 1799 , 4300
6 , 68 , 4300 , 28 , 902 , 4300
6 , 69 , 4300 , 27 , 802 , 4300
6 , 70 , 4300 , 28 , 2173 , 4300
6 , 71 , 4300 , 28 , 3287 , 4300
6 , 72 , 4300 , 28 , 2976 , 4300
6 , 73 , 4300 , 28 , 3539 , 4300
6 , 74 , 4300 , 28 , 3327 , 4300
6 , 75 , 4300 , 28 , 2060 , 4300
6 , 76 , 4300 , 28 , 2197 , 4300
6 , 77 , 4300 , 28 , 1637 , 4300
6 , 78 , 4300 , 27 , 1680 , 4300
6 , 79 , 4300 , 26 , 2522 , 4300
6 , 80 , 4300 , 25 , 3031 , 4300
6 , 81 , 4300 , 25 , 1615 , 4300
6 , 82 , 4300 , 26 , 2150 , 4300
6 , 83 , 4300 , 27 , 3329 , 4300
6 , 84 , 4300 , 26 , 4810 , 4300
6 , 85 , 4300 , 26 , 3898 , 4300
6 , 86 , 4300 , 26 , 2886 , 4300
6 , 87 , 4300 , 26 , 3612 , 4300
6 , 88 , 4300 , 27 , 3875 , 4300
6 , 89 , 4300 , 27 , 3651 , 4300
7 , 0 , 4300 , 26 , 5111 , 4300
7 , 1 , 4300 , 26 , 4166 , 4300
7 , 2 , 4300 , 26 , 5590 , 4300
7 , 3 , 4300 , 26 , 4260 , 4300
7 , 4 , 4300 , 26 , 4598 , 4300
7 , 5 , 4300 , 26 , 5823 , 4300
7 , 6 , 4300 , 26 , 4435 , 4300
7 , 7 , 4300 , 25 , 5276 , 4300
7 , 8 , 4300 , 25 , 5038 , 4300
7 , 9 , 4300 , 24 , 4056 , 4300
7 , 10 , 4300 , 24 , 4603 , 4300
7 , 11 , 4300 , 24 , 3666 , 4300
7 , 12 , 4300 , 24 , 3128 , 4300
7 , 13 , 4300 , 23 , 3579 , 4300
7 , 14 , 4300 , 24 , 5054 , 4300
7 , 15 , 4300 , 24 , 4778 , 4300
7 , 16 , 4300 , 25 , 5301 , 4300
7 , 17 , 4300 , 26 , 5062 , 4300
7 , 18 , 4300 , 26 , 4249 , 4300
7 , 19 , 4300 , 26 , 2996 , 4300
7 , 20 , 4300 , 26 , 4044 , 4300
7 , 21 , 4300 , 26 , 3052 , 4300
7 , 22 , 4300 , 27 , 3138 , 4300
7 , 23 , 4300 , 27 , 4092 , 4300
7 , 24 , 4300 , 27 , 2958 , 4300
7 , 25 , 4300 , 27 , 2495 , 4300
7 , 26 , 4300 , 28 , 1518 , 4300
7 , 27 , 4300 , 28 , 629 , 4300
7 , 28 , 4300 , 28 , 200 , 4300
7 , 29 , 4300 , 34 , 1629 , 4300
7 , 30 , 4300 , 34 , 511 , 4300
7 , 31 , 4300 , 36 , 1402 , 4300
7 , 32 , 4300 , 35 , 1138 , 4300
7 , 33 , 4300 , 35 , 1222 , 4300
7 , 34 , 4300 , 35 , 937 , 4300
7 , 35 , 4300 , 35 , 200 , 4300
7 , 36 , 4300 , 33 , 1536 , 4300
7 , 37 , 4300 , 32 , 1626 , 4300
7 , 38 , 4300 , 32 , 839 , 4300
7 , 39 , 4300 , 32 , 200 , 4300
7 , 40 , 4300 , 33 , 1184 , 4300
7 , 41 , 4300 , 33 , 855 , 4300
7 , 42 , 4300 , 32 , 2232 , 4300
7 , 43 , 4300 , 31 , 1604 , 4300
7 , 44 , 4300 , 31 , 653 , 4300
7 , 45 , 4300 , 31 , 253 , 4300
7 , 46 , 4300 , 31 , 200 , 4300
7 , 47 , 4300 , 30 , 396 , 4300
7 , 48 , 4300 , 30 , 200 , 4300
7 , 49 , 4300 , 35 , 1347 , 4300
7 , 50 , 4300 , 34 , 2274 , 4300
7 , 51 , 4300 , 34 , 987 , 4300
7 , 52 , 4300 , 34 , 1082 , 4300
7 , 53 , 4300 , 34 , 304 , 4300
7 , 54 , 4300 , 31 , 905 , 4300
7 , 55 , 4300 , 29 , 1734 , 4300
7 , 56 , 4300 , 28 , 1474 , 4300
7 , 57 , 4300 , 28 , 1563 , 4300
7 , 58 , 4300 , 28 , 605 , 4300
7 , 59 , 4300 , 28 , 901 , 4300
7 , 60 , 4300 , 28 , 483 , 4300
7 , 61 , 4300 , 28 , 200 , 4300
7 , 62 , 4300 , 31 , 1500 , 4300
7 , 63 , 4300 , 31 , 200 , 4300
7 , 64 , 4300 , 36 , 1122 , 4300
7 , 65 , 4300 , 35 , 1474 , 4300
7 , 66 , 4300 , 36 , 1860 , 4300
7 , 67 , 4300 , 36 , 621 , 4300
7 , 68 , 4300 , 36 , 370 , 4300
7 , 69 , 4300 , 36 , 200 , 4300
7 , 70 , 4300 , 40 , 1441 , 4300
7 , 71 , 4300 , 40 , 812 , 4300
7 , 72 , 4300 , 40 , 200 , 4300
7 , 73 , 4300 , 42 , 979 , 4300
7 , 74 , 4300 , 42 , 1503 , 4300
7 , 75 , 4300 , 41 , 1946 , 4300
7 , 76 , 4300 , 42 , 3166 , 4300
7 , 77 , 4300 , 42 , 2584 , 4300
7 , 78 , 4300 , 43 , 2640 , 4300
7 , 79 , 4300 , 44 , 3337 , 4300
7 , 80 , 4300 , 44 , 2057 , 4300
7 , 81 , 4300 , 44 , 972 , 4300
7 , 82 , 4300 , 43 , 968 , 4300
7 , 83 , 4300 , 43 , 373 , 4300
7 , 84 , 4300 , 43 , 573 , 4300
7 , 85 , 4300 , 43 , 200 , 4300
7 , 86 , 4300 , 46 , 1352 , 4300
7 , 87 , 4300 , 46 , 351 , 4300
7 , 88 , 4300 , 46 , 200 , 4300
7 , 89 , 4300 , 46 , 237 , 4300
8 , 0 , 4300 , 46 , 680 , 4300
8 , 1 , 4300 , 45 , 1597 , 4300
8 , 2 , 4300 , 45 , 648 , 4300
8 , 3 , 4300 , 44 , 1085 , 4300
8 , 4 , 4300 , 44 , 356 , 4300
8 , 5 , 4300 , 46 , 1349 , 4300
8 , 6 , 4300 , 47 , 2638 , 4300
8 , 7 , 4300 , 48 , 3256 , 4300
8 , 8 , 4300 , 49 , 3662 , 4300
8 , 9 , 4300 , 50 , 5113 , 4300
8 , 10 , 4300 , 50 , 4060 , 4300
8 , 11 , 4300 , 50 , 5216 , 4300
8 , 12 , 4300 , 50 , 4163 , 4300
8 , 13 , 4300 , 51 , 4334 , 4300
8 , 14 , 4300 , 50 , 5044 , 4300
8 , 15 , 4300 , 49 , 4625 , 4300
8 , 16 , 4300 , 49 , 4137 , 4300
8 , 17 , 4300 , 49 , 3646 , 4300
8 , 18 , 4300 , 48 , 5102 , 4300
8 , 19 , 4300 , 48 , 3792 , 4300
8 , 20 , 4300 , 48 , 3509 , 4300
8 , 21 , 4300 , 47 , 3907 , 4300
8 , 22 , 4300 , 48 , 5260 , 4300
8 , 23 , 4300 , 48 , 4826 , 4300
8 , 24 , 4300 , 48 , 4499 , 4300
8 , 25 , 4300 , 49 , 5632 , 4300
8 , 26 , 4300 , 50 , 4653 , 4300
8 , 27 , 4300 , 50 , 3539 , 4300
8 , 28 , 4300 , 51 , 5021 , 4300
8 , 29 , 4300 , 51 , 4934 , 4300
8 , 30 , 4300 , 51 , 3505 , 4300
8 , 31 , 4300 , 51 , 4264 , 4300
8 , 32 , 4300 , 51 , 3711 , 4300
8 , 33 , 4300 , 52 , 4101 , 4300
8 , 34 , 4300 , 51 , 5588 , 4300
8 , 35 , 4300 , 51 , 5123 , 4300
8 , 36 , 4300 , 52 , 4080 , 4300
8 , 37 , 4300 , 52 , 3408 , 4300
8 , 38 , 4300 , 53 , 3603 , 4300
8 , 39 , 4300 , 53 , 2813 , 4300
8 , 40 , 4300 , 52 , 3375 , 4300
8 , 41 , 4300 , 53 , 3084 , 4300
8 , 42 , 4300 , 53 , 1977 , 4300
8 , 43 , 4300 , 53 , 3255 , 4300
8 , 44 , 4300 , 53 , 1819 , 4300
8 , 45 , 4300 , 52 , 3204 , 4300
8 , 46 , 4300 , 53 , 2939 , 4300
8 , 47 , 4300 , 53 , 1507 , 4300
8 , 48 , 4300 , 53 , 403 , 4300
8 , 49 , 4300 , 51 , 1565 , 4300
8 , 50 , 4300 , 50 , 2288 , 4300
8 , 51 , 4300 , 50 , 2122 , 4300
8 , 52 , 4300 , 51 , 3603 , 4300
8 , 53 , 4300 , 50 , 5102 , 4300
8 , 54 , 4300 , 51 , 4109 , 4300
8 , 55 , 4300 , 50 , 5374 , 4300
8 , 56 , 4300 , 51 , 4950 , 4300
8 , 57 , 4300 , 50 , 4795 , 4300
8 , 58 , 4300 , 51 , 4188 , 4300
8 , 59 , 4300 , 52 , 5553 , 4300
8 , 60 , 4300 , 52 , 4189 , 4300
8 , 61 , 4300 , 52 , 3620 , 4300
8 , 62 , 4300 , 52 , 2840 , 4300
8 , 63 , 4300 , 51 , 3153 , 4300
8 , 64 , 4300 , 50 , 3681 , 4300
8 , 65 , 4300 , 50 , 2292 , 4300
8 , 66 , 4300 , 50 , 2167 , 4300
8 , 67 , 4300 , 49 , 3056 , 4300
8 , 68 , 4300 , 48 , 2997 , 4300
8 , 69 , 4300 , 48 , 2927 , 4300
8 , 70 , 4300 , 48 , 2176 , 4300
8 , 71 , 4300 , 49 , 2845 , 4300
8 , 72 , 4300 , 50 , 2997 , 4300
8 , 73 , 4300 , 51 , 4248 , 4300
8 , 74 , 4300 , 51 , 4516 , 4300
8 , 75 , 4300 , 50 , 3027 , 4300
8 , 76 , 4300 , 51 , 2424 , 4300
8 , 77 , 4300 , 50 , 1757 , 4300
8 , 78 , 4300 , 50 , 473 , 4300
8 , 79 , 4300 , 51 , 793 , 4300
8 , 80 , 4300 , 52 , 1076 , 4300
8 , 81 , 4300 , 52 , 821 , 4300
8 , 82 , 4300 , 52 , 2027 , 4300
8 , 83 , 4300 , 51 , 1546 , 4300
8 , 84 , 4300 , 51 , 215 , 4300
8 , 85 , 4300 , 51 , 200 , 4300
8 , 86 , 4300 , 50 , 595 , 4300
8 , 87 , 4300 , 50 , 200 , 4300
8 , 88 , 4300 , 52 , 599 , 4300
8 , 89 , 4300 , 53 , 1055 , 4300
9 , 0 , 4300 , 53 , 200 , 4300
9 , 1 , 4300 , 55 , 886 , 4300
9 , 2 , 4300 , 54 , 666 , 4300
9 , 3 , 4300 , 54 , 342 , 4300
9 , 4 , 4300 , 54 , 419 , 4300
9 , 5 , 4300 , 54 , 222 , 4300
9 , 6 , 4300 , 54 , 200 , 4300
9 , 7 , 4300 , 53 , 209 , 4300
9 , 8 , 4300 , 53 , 200 , 4300
9 , 9 , 4300 , 47 , 1372 , 4300
9 , 10 , 4300 , 47 , 1689 , 4300
9 , 11 , 4300 , 47 , 654 , 4300
9 , 12 , 4300 , 47 , 200 , 4300
9 , 13 , 4300 , 42 , 1574 , 4300
9 , 14 , 4300 , 41 , 2526 , 4300
9 , 15 , 4300 , 41 , 3017 , 4300
9 , 16 , 4300 , 41 , 1870 , 4300
9 , 17 , 4300 , 42 , 3209 , 4300
9 , 18 , 4300 , 41 , 2825 , 4300
9 , 19 , 4300 , 41 , 2003 , 4300
9 , 20 , 4300 , 40 , 3239 , 4300
9 , 21 , 4300 , 39 , 2191 , 4300
9 , 22 , 4300 , 40 , 2530 , 4300
9 , 23 , 4300 , 39 , 2860 , 4300
9 , 24 , 4300 , 38 , 4080 , 4300
9 , 25 , 4300 , 37 , 5065 , 4300
9 , 26 , 4300 , 36 , 3677 , 4300
9 , 27 , 4300 , 36 , 2352 , 4300
9 , 28 , 4300 , 36 , 1937 , 4300
9 , 29 , 4300 , 36 , 2377 , 4300
9 , 30 , 4300 , 34 , 3825 , 4300
9 , 31 , 4300 , 34 , 5163 , 4300
9 , 32 , 4300 , 35 , 4465 , 4300
9 , 33 , 4300 , 36 , 5498 , 4300
9 , 34 , 4300 , 36 , 5474 , 4300
9 , 35 , 4300 , 36 , 4257 , 4300
9 , 36 , 4300 , 36 , 3214 , 4300
9 , 37 , 4300 , 36 , 4100 , 4300
9 , 38 , 4300 , 35 , 5089 , 4300
9 , 39 , 4300 , 35 , 4170 , 4300
9 , 40 , 4300 , 36 , 3120 , 4300
9 , 41 , 4300 , 36 , 1805 , 4300
9 , 42 , 4300 , 35 , 3235 , 4300
9 , 43 , 4300 , 35 , 3367 , 4300
9 , 44 , 4300 , 35 , 2306 , 4300
9 , 45 , 4300 , 34 , 1652 , 4300
9 , 46 , 4300 , 34 , 2023 , 4300
9 , 47 , 4300 , 34 , 1178 , 4300
9 , 48 , 4300 , 33 , 1685 , 4300
9 , 49 , 4300 , 33 , 1822 , 4300
9 , 50 , 4300 , 33 , 1641 , 4300
9 , 51 , 4300 , 33 , 1569 , 4300
9 , 52 , 4300 , 33 , 1145 , 4300
9 , 53 , 4300 , 34 , 933 , 4300
9 , 54 , 4300 , 34 , 200 , 4300
9 , 55 , 4300 , 41 , 1488 , 4300
9 , 56 , 4300 , 41 , 816 , 4300
9 , 57 , 4300 , 41 , 200 , 4300
9 , 58 , 4300 , 42 , 755 , 4300
9 , 59 , 4300 , 43 , 1940 , 4300
9 , 60 , 4300 , 43 , 2206 , 4300
9 , 61 , 4300 , 42 , 1999 , 4300
9 , 62 , 4300 , 41 , 2537 , 4300
9 , 63 , 4300 , 41 , 1772 , 4300
9 , 64 , 4300 , 41 , 1278 , 4300
9 , 65 , 4300 , 42 , 2592 , 4300
9 , 66 , 4300 , 42 , 2528 , 4300
9 , 67 , 4300 , 43 , 2780 , 4300
9 , 68 , 4300 , 43 , 2284 , 4300
9 , 69 , 4300 , 44 , 3722 , 4300
9 , 70 , 4300 , 43 , 5193 , 4300
9 , 71 , 4300 , 43 , 4601 , 4300
9 , 72 , 4300 , 43 , 4457 , 4300
9 , 73 , 4300 , 43 , 4417 , 4300
9 , 74 , 4300 , 42 , 5552 , 4300
9 , 75 , 4300 , 42 , 4255 , 4300
9 , 76 , 4300 , 42 , 3255 , 4300
9 , 77 , 4300 , 43 , 4021 , 4300
9 , 78 , 4300 , 43 , 4141 , 4300
9 , 79 , 4300 , 43 , 3228 , 4300
9 , 80 , 4300 , 43 , 2262 , 4300
9 , 81 , 4300 , 43 , 3217 , 4300
9 , 82 , 4300 , 43 , 3859 , 4300
9 , 83 , 4300 , 43 , 4463 , 4300
9 , 84 , 4300 , 43 , 5516 , 4300
9 , 85 , 4300 , 43 , 4219 , 4300
9 , 86 , 4300 , 42 , 5682 , 4300
9 , 87 , 4300 , 42 , 4371 , 4300
9 , 88 , 4300 , 42 , 3286 , 4300
9 , 89 , 4300 , 42 , 3460 , 4300
10 , 0 , 4300 , 41 , 2191 , 4300
10 , 1 , 4300 , 40 , 1852 , 4300
10 , 2 , 4300 , 40 , 2365 , 4300
10 , 3 , 4300 , 41 , 3081 , 4300
10 , 4 , 4300 , 41 , 1850 , 4300
10 , 5 , 4300 , 41 , 739 , 4300
10 , 6 , 4300 , 42 , 1535 , 4300
10 , 7 , 4300 , 42 , 251 , 4300
10 , 8 , 4300 , 44 , 588 , 4300
10 , 9 , 4300 , 44 , 214 , 4300
10 , 10 , 4300 , 46 , 881 , 4300
10 , 11 , 4300 , 46 , 200 , 4300
10 , 12 , 4300 , 44 , 549 , 4300
10 , 13 , 4300 , 44 , 200 , 4300
10 , 14 , 4300 , 48 , 845 , 4300
10 , 15 , 4300 , 48 , 200 , 4300
10 , 16 , 4300 , 44 , 1383 , 4300
10 , 17 , 4300 , 44 , 200 , 4300
10 , 18 , 4300 , 43 , 1091 , 4300
10 , 19 , 4300 , 41 , 2567 , 4300
10 , 20 , 4300 , 41 , 2897 , 4300
10 , 21 , 4300 , 40 , 2318 , 4300
10 , 22 , 4300 , 41 , 2921 , 4300
10 , 23 , 4300 , 41 , 1735 , 4300
10 , 24 , 4300 , 41 , 2218 , 4300
10 , 25 , 4300 , 41 , 875 , 4300
10 , 26 , 4300 , 43 , 1887 , 4300
10 , 27 , 4300 , 43 , 1529 , 4300
10 , 28 , 4300 , 43 , 1923 , 4300
10 , 29 , 4300 , 43 , 2541 , 4300
10 , 30 , 4300 , 43 , 1445 , 4300
10 , 31 , 4300 , 43 , 2506 , 4300
10 , 32 , 4300 , 42 , 3821 , 4300
10 , 33 , 4300 , 42 , 2715 , 4300
10 , 34 , 4300 , 43 , 3925 , 4300
10 , 35 , 4300 , 43 , 2426 , 4300
10 , 36 , 4300 , 44 , 2183 , 4300
10 , 37 , 4300 , 44 , 2280 , 4300
10 , 38 , 4300 , 44 , 3463 , 4300
10 , 39 , 4300 , 44 , 1972 , 4300
10 , 40 , 4300 , 43 , 2591 , 4300
10 , 41 , 4300 , 43 , 1158 , 4300
10 , 42 , 4300 , 43 , 1809 , 4300
10 , 43 , 4300 , 42 , 2230 , 4300
10 , 44 , 4300 , 41 , 2278 , 4300
10 , 45 , 4300 , 42 , 2275 , 4300
10 , 46 , 4300 , 42 , 1575 , 4300
10 , 47 , 4300 , 42 , 1789 , 4300
10 , 48 , 4300 , 41 , 2731 , 4300
10 , 49 , 4300 , 40 , 2880 , 4300
10 , 50 , 4300 , 40 , 3898 , 4300
10 , 51 , 4300 , 40 , 4323 , 4300
10 , 52 , 4300 , 40 , 3746 , 4300
10 , 53 , 4300 , 39 , 5028 , 4300
10 , 54 , 4300 , 39 , 3921 , 4300
10 , 55 , 4300 , 39 , 3331 , 4300
10 , 56 , 4300 , 39 , 1980 , 4300
10 , 57 , 4300 , 39 , 1974 , 4300
10 , 58 , 4300 , 38 , 1867 , 4300
10 , 59 , 4300 , 38 , 1069 , 4300
10 , 60 , 4300 , 39 , 2457 , 4300
10 , 61 , 4300 , 39 , 3608 , 4300
10 , 62 , 4300 , 40 , 2406 , 4300
10 , 63 , 4300 , 39 , 1969 , 4300
10 , 64 , 4300 , 40 , 1636 , 4300
10 , 65 , 4300 , 41 , 1284 , 4300
10 , 66 , 4300 , 41 , 1106 , 4300
10 , 67 , 4300 , 40 , 2437 , 4300
10 , 68 , 4300 , 40 , 2425 , 4300
10 , 69 , 4300 , 41 , 1550 , 4300
10 , 70 , 4300 , 42 , 2109 , 4300
10 , 71 , 4300 , 42 , 2794 , 4300
10 , 72 , 4300 , 43 , 3221 , 4300
10 , 73 , 4300 , 43 , 2259 , 4300
10 , 74 , 4300 , 43 , 3223 , 4300
10 , 75 , 4300 , 43 , 3319 , 4300
10 , 76 , 4300 , 42 , 4701 , 4300
10 , 77 , 4300 , 42 , 3520 , 4300
10 , 78 , 4300 , 42 , 3599 , 4300
10 , 79 , 4300 , 42 , 3865 , 4300
10 , 80 , 4300 , 42 , 2916 , 4300
10 , 81 , 4300 , 42 , 2486 , 4300
10 , 82 , 4300 , 41 , 1581 , 4300
10 , 83 , 4300 , 41 , 1650 , 4300
10 , 84 , 4300 , 41 , 1689 , 4300
10 , 85 , 4300 , 41 , 985 , 4300
10 , 86 , 4300 , 39 , 2088 , 4300
10 , 87 , 4300 , 40 , 1768 , 4300
10 , 88 , 4300 , 40 , 2056 , 4300
10 , 89 , 4300 , 40 , 834 , 4300
11 , 0 , 4300 , 40 , 1516 , 4300
11 , 1 , 4300 , 40 , 1193 , 4300
11 , 2 , 4300 , 39 , 1562 , 4300
11 , 3 , 4300 , 39 , 493 , 4300
11 , 4 , 4300 , 39 , 200 , 4300
11 , 5 , 4300 , 42 , 1024 , 4300
11 , 6 , 4300 , 42 , 200 , 4300
11 , 7 , 4300 , 38 , 1256 , 4300
11 , 8 , 4300 , 38 , 907 , 4300
11 , 9 , 4300 , 38 , 1412 , 4300
11 , 10 , 4300 , 38 , 200 , 4300
11 , 11 , 4300 , 39 , 1365 , 4300
11 , 12 , 4300 , 38 , 2625 , 4300
11 , 13 , 4300 , 38 , 2196 , 4300
11 , 14 , 4300 , 37 , 2662 , 4300
11 , 15 , 4300 , 36 , 3400 , 4300
11 , 16 , 4300 , 35 , 3992 , 4300
11 , 17 , 4300 , 35 , 2712 , 4300
11 , 18 , 4300 , 36 , 2777 , 4300
11 , 19 , 4300 , 36 , 1319 , 4300
11 , 20 , 4300 , 37 , 2401 , 4300
11 , 21 , 4300 , 38 , 3247 , 4300
11 , 22 , 4300 , 39 , 4246 , 4300
11 , 23 , 4300 , 40 , 4579 , 4300
11 , 24 , 4300 , 40 , 6026 , 4300
11 , 25 , 4300 , 40 , 5021 , 4300
11 , 26 , 4300 , 40 , 3625 , 4300
11 , 27 , 4300 , 39 , 4170 , 4300
11 , 28 , 4300 , 39 , 2995 , 4300
11 , 29 , 4300 , 38 , 2529 , 4300
11 , 30 , 4300 , 39 , 2988 , 4300
11 , 31 , 4300 , 38 , 2142 , 4300
11 , 32 , 4300 , 39 , 3385 , 4300
11 , 33 , 4300 , 39 , 2768 , 4300
11 , 34 , 4300 , 39 , 1476 , 4300
11 , 35 , 4300 , 39 , 200 , 4300
11 , 36 , 4300 , 43 , 917 , 4300
11 , 37 , 4300 , 43 , 303 , 4300
11 , 38 , 4300 , 42 , 277 , 4300
11 , 39 , 4300 , 44 , 1553 , 4300
11 , 40 , 4300 , 45 , 2483 , 4300
11 , 41 , 4300 , 44 , 3461 , 4300
11 , 42 , 4300 , 44 , 2757 , 4300
11 , 43 , 4300 , 44 , 3117 , 4300
11 , 44 , 4300 , 44 , 1973 , 4300
11 , 45 , 4300 , 44 , 1716 , 4300
11 , 46 , 4300 , 44 , 456 , 4300
11 , 47 , 4300 , 44 , 200 , 4300
11 , 48 , 4300 , 37 , 1665 , 4300
11 , 49 , 4300 , 36 , 2960 , 4300
11 , 50 , 4300 , 35 , 4336 , 4300
11 , 51 , 4300 , 35 , 3853 , 4300
11 , 52 , 4300 , 36 , 2509 , 4300
11 , 53 , 4300 , 36 , 1625 , 4300
11 , 54 , 4300 , 36 , 436 , 4300
11 , 55 , 4300 , 35 , 949 , 4300
11 , 56 , 4300 , 33 , 2255 , 4300
11 , 57 , 4300 , 32 , 3018 , 4300
11 , 58 , 4300 , 33 , 4389 , 4300
11 , 59 , 4300 , 33 , 4414 , 4300
11 , 60 , 4300 , 33 , 3586 , 4300
11 , 61 , 4300 , 33 , 4915 , 4300
11 , 62 , 4300 , 32 , 6361 , 4300
11 , 63 , 4300 , 32 , 5479 , 4300
11 , 64 , 4300 , 32 , 4411 , 4300
11 , 65 , 4300 , 32 , 5704 , 4300
11 , 66 , 4300 , 32 , 4317 , 4300
11 , 67 , 4300 , 31 , 5663 , 4300
11 , 68 , 4300 , 31 , 4405 , 4300
11 , 69 , 4300 , 30 , 2928 , 4300
11 , 70 , 4300 , 30 , 1974 , 4300
11 , 71 , 4300 , 31 , 2056 , 4300
11 , 72 , 4300 , 32 , 2561 , 4300
11 , 73 , 4300 , 32 , 3491 , 4300
11 , 74 , 4300 , 31 , 4067 , 4300
11 , 75 , 4300 , 32 , 4508 , 4300
11 , 76 , 4300 , 31 , 5924 , 4300
11 , 77 , 4300 , 30 , 4632 , 4300
11 , 78 , 4300 , 30 , 3672 , 4300
11 , 79 , 4300 , 30 , 3448 , 4300
11 , 80 , 4300 , 30 , 2954 , 4300
11 , 81 , 4300 , 30 , 3168 , 4300
11 , 82 , 4300 , 31 , 2582 , 4300
11 , 83 , 4300 , 31 , 3251 , 4300
11 , 84 , 4300 , 31 , 4227 , 4300
11 , 85 , 4300 , 30 , 5108 , 4300
11 , 86 , 4300 , 30 , 3857 , 4300
11 , 87 , 4300 , 30 , 2780 , 4300
11 , 88 , 4300 , 31 , 4106 , 4300
11 , 89 , 4300 , 31 , 3731 , 4300
12 , 0 , 4300 , 32 , 3522 , 4300
12 , 1 , 4300 , 32 , 3612 , 4300
12 , 2 , 4300 , 32 , 2681 , 4300
12 , 3 , 4300 , 31 , 3560 , 4300
12 , 4 , 4300 , 30 , 4384 , 4300
12 , 5 , 4300 , 29 , 4362 , 4300
12 , 6 , 4300 , 29 , 3562 , 4300
12 , 7 , 4300 , 30 , 4220 , 4300
12 , 8 , 4300 , 30 , 5011 , 4300
12 , 9 , 4300 , 31 , 4424 , 4300
12 , 10 , 4300 , 31 , 5697 , 4300
12 , 11 , 4300 , 31 , 5347 , 4300
12 , 12 , 4300 , 31 , 5226 , 4300
12 , 13 , 4300 , 30 , 3800 , 4300
12 , 14 , 4300 , 31 , 4944 , 4300
12 , 15 , 4300 , 30 , 5617 , 4300
12 , 16 , 4300 , 31 , 4831 , 4300
12 , 17 , 4300 , 31 , 3929 , 4300
12 , 18 , 4300 , 30 , 4908 , 4300
12 , 19 , 4300 , 29 , 4024 , 4300
12 , 20 , 4300 , 28 , 5505 , 4300
12 , 21 , 4300 , 29 , 4798 , 4300
12 , 22 , 4300 , 29 , 4362 , 4300
12 , 23 , 4300 , 29 , 5240 , 4300
12 , 24 , 4300 , 30 , 4917 , 4300
12 , 25 , 4300 , 31 , 4940 , 4300
12 , 26 , 4300 , 31 , 5211 , 4300
12 , 27 , 4300 , 31 , 3773 , 4300
12 , 28 , 4300 , 32 , 3959 , 4300
12 , 29 , 4300 , 33 , 4903 , 4300
12 , 30 , 4300 , 34 , 4192 , 4300
12 , 31 , 4300 , 34 , 4086 , 4300
12 , 32 , 4300 , 33 , 4702 , 4300
12 , 33 , 4300 , 33 , 3585 , 4300
12 , 34 , 4300 , 33 , 5055 , 4300
12 , 35 , 4300 , 34 , 5016 , 4300
12 , 36 , 4300 , 33 , 3710 , 4300
12 , 37 , 4300 , 32 , 4690 , 4300
12 , 38 , 4300 , 31 , 5985 , 4300
12 , 39 , 4300 , 31 , 5574 , 4300
12 , 40 , 4300 , 31 , 4324 , 4300
12 , 41 , 4300 , 31 , 4075 , 4300
12 , 42 , 4300 , 31 , 2950 , 4300
12 , 43 , 4300 , 32 , 3559 , 4300
12 , 44 , 4300 , 32 , 2712 , 4300
12 , 45 , 4300 , 32 , 1335 , 4300
12 , 46 , 4300 , 32 , 200 , 4300
12 , 47 , 4300 , 32 , 554 , 4300
12 , 48 , 4300 , 32 , 1485 , 4300
12 , 49 , 4300 , 32 , 992 , 4300
12 , 50 , 4300 , 34 , 2156 , 4300
12 , 51 , 4300 , 35 , 2925 , 4300
12 , 52 , 4300 , 35 , 1947 , 4300
