Cycle, Iteration, PacketSize, B, C, R_last
18 , 76 , 4300 , 50 , 3784 , 4300
18 , 77 , 4300 , 50 , 3267 , 4300
18 , 78 , 4300 , 51 , 3833 , 4300
18 , 79 , 4300 , 51 , 3227 , 4300
18 , 80 , 4300 , 51 , 2872 , 4300
18 , 81 , 4300 , 52 , 3079 , 4300
18 , 82 , 4300 , 52 , 1907 , 4300
18 , 83 , 4300 , 52 , 1033 , 4300
18 , 84 , 4300 , 52 , 1899 , 4300
18 , 85 , 4300 , 51 , 1612 , 4300
18 , 86 , 4300 , 51 , 1155 , 4300
18 , 87 , 4300 , 50 , 2111 , 4300
18 , 88 , 4300 , 51 , 2599 , 4300
18 , 89 , 4300 , 51 , 1855 , 4300
19 , 0 , 4300 , 51 , 1612 , 4300
19 , 1 , 4300 , 52 , 2690 , 4300
19 , 2 , 4300 , 52 , 1635 , 4300
19 , 3 , 4300 , 52 , 823 , 4300
19 , 4 , 4300 , 52 , 346 , 4300
19 , 5 , 4300 , 51 , 330 , 4300
19 , 6 , 4300 , 50 , 1271 , 4300
19 , 7 , 4300 , 50 , 1800 , 4300
19 , 8 , 4300 , 51 , 2208 , 4300
19 , 9 , 4300 , 52 , 2555 , 4300
19 , 10 , 4300 , 52 , 3427 , 4300
19 , 11 , 4300 , 53 , 4287 , 4300
19 , 12 , 4300 , 52 , 3137 , 4300
19 , 13 , 4300 , 52 , 1677 , 4300
19 , 14 , 4300 , 52 , 910 , 4300
19 , 15 , 4300 , 51 , 1761 , 4300
19 , 16 , 4300 , 51 , 2365 , 4300
19 , 17 , 4300 , 51 , 1898 , 4300
19 , 18 , 4300 , 51 , 800 , 4300
19 , 19 , 4300 , 51 , 200 , 4300
19 , 20 , 4300 , 49 , 1354 , 4300
19 , 21 , 4300 , 49 , 781 , 4300
19 , 22 , 4300 , 49 , 200 , 4300
19 , 23 , 4300 , 48 , 674 , 4300
19 , 24 , 4300 , 48 , 200 , 4300
19 , 25 , 4300 , 55 , 1619 , 4300
19 , 26 , 4300 , 55 , 211 , 4300
19 , 27 , 4300 , 54 , 719 , 4300
19 , 28 , 4300 , 54 , 2197 , 4300
19 , 29 , 4300 , 54 , 2942 , 4300
19 , 30 , 4300 , 54 , 3750 , 4300
19 , 31 , 4300 , 54 , 2566 , 4300
19 , 32 , 4300 , 54 , 1537 , 4300
19 , 33 , 4300 , 53 , 1257 , 4300
19 , 34 , 4300 , 54 , 1649 , 4300
19 , 35 , 4300 , 54 , 633 , 4300
19 , 36 , 4300 , 54 , 335 , 4300
19 , 37 , 4300 , 53 , 967 , 4300
19 , 38 , 4300 , 53 , 200 , 4300
19 , 39 , 4300 , 52 , 907 , 4300
19 , 40 , 4300 , 52 , 200 , 4300
19 , 41 , 4300 , 50 , 853 , 4300
19 , 42 , 4300 , 49 , 975 , 4300
19 , 43 , 4300 , 49 , 1725 , 4300
19 , 44 , 4300 , 49 , 1067 , 4300
19 , 45 , 4300 , 49 , 353 , 4300
19 , 46 , 4300 , 49 , 200 , 4300
19 , 47 , 4300 , 48 , 471 , 4300
19 , 48 , 4300 , 47 , 1448 , 4300
19 , 49 , 4300 , 45 , 2533 , 4300
19 , 50 , 4300 , 44 , 2758 , 4300
19 , 51 , 4300 , 44 , 2400 , 4300
19 , 52 , 4300 , 44 , 1548 , 4300
19 , 53 , 4300 , 44 , 1212 , 4300
19 , 54 , 4300 , 44 , 200 , 4300
19 , 55 , 4300 , 48 , 937 , 4300
19 , 56 , 4300 , 48 , 200 , 4300
19 , 57 , 4300 , 51 , 1227 , 4300
19 , 58 , 4300 , 52 , 1189 , 4300
19 , 59 , 4300 , 52 , 200 , 4300
19 , 60 , 4300 , 51 , 726 , 4300
19 , 61 , 4300 , 52 , 2033 , 4300
19 , 62 , 4300 , 51 , 3236 , 4300
19 , 63 , 4300 , 50 , 4694 , 4300
19 , 64 , 4300 , 51 , 4946 , 4300
19 , 65 , 4300 , 52 , 4970 , 4300
19 , 66 , 4300 , 51 , 4697 , 4300
19 , 67 , 4300 , 51 , 5400 , 4300
19 , 68 , 4300 , 52 , 4846 , 4300
19 , 69 , 4300 , 52 , 3428 , 4300
19 , 70 , 4300 , 53 , 4767 , 4300
19 , 71 , 4300 , 53 , 3898 , 4300
19 , 72 , 4300 , 52 , 4819 , 4300
19 , 73 , 4300 , 52 , 4124 , 4300
19 , 74 , 4300 , 51 , 3792 , 4300
19 , 75 , 4300 , 51 , 2943 , 4300
19 , 76 , 4300 , 50 , 3311 , 4300
19 , 77 , 4300 , 51 , 3560 , 4300
19 , 78 , 4300 , 51 , 3038 , 4300
19 , 79 , 4300 , 51 , 1708 , 4300
19 , 80 , 4300 , 51 , 1110 , 4300
19 , 81 , 4300 , 49 , 2331 , 4300
19 , 82 , 4300 , 49 , 1813 , 4300
19 , 83 , 4300 , 50 , 2413 , 4300
19 , 84 , 4300 , 50 , 2834 , 4300
19 , 85 , 4300 , 50 , 2645 , 4300
19 , 86 , 4300 , 51 , 2778 , 4300
19 , 87 , 4300 , 51 , 2082 , 4300
19 , 88 , 4300 , 51 , 2424 , 4300
19 , 89 , 4300 , 51 , 1398 , 4300
20 , 0 , 4300 , 51 , 1354 , 4300
20 , 1 , 4300 , 50 , 2717 , 4300
20 , 2 , 4300 , 50 , 2150 , 4300
20 , 3 , 4300 , 50 , 898 , 4300
20 , 4 , 4300 , 52 , 2005 , 4300
20 , 5 , 4300 , 52 , 3029 , 4300
20 , 6 , 4300 , 51 , 3893 , 4300
20 , 7 , 4300 , 51 , 4646 , 4300
20 , 8 , 4300 , 51 , 5389 , 4300
20 , 9 , 4300 , 50 , 5195 , 4300
20 , 10 , 4300 , 50 , 4017 , 4300
20 , 11 , 4300 , 50 , 2563 , 4300
20 , 12 , 4300 , 50 , 3731 , 4300
20 , 13 , 4300 , 50 , 5023 , 4300
20 , 14 , 4300 , 50 , 4363 , 4300
20 , 15 , 4300 , 50 , 4793 , 4300
20 , 16 , 4300 , 50 , 3960 , 4300
20 , 17 , 4300 , 50 , 2942 , 4300
20 , 18 , 4300 , 50 , 2436 , 4300
20 , 19 , 4300 , 50 , 2373 , 4300
20 , 20 , 4300 , 49 , 1776 , 4300
20 , 21 , 4300 , 49 , 516 , 4300
20 , 22 , 4300 , 49 , 200 , 4300
20 , 23 , 4300 , 46 , 1547 , 4300
20 , 24 , 4300 , 47 , 2696 , 4300
20 , 25 , 4300 , 47 , 2970 , 4300
20 , 26 , 4300 , 47 , 3690 , 4300
20 , 27 , 4300 , 46 , 4085 , 4300
20 , 28 , 4300 , 45 , 5040 , 4300
20 , 29 , 4300 , 45 , 3953 , 4300
20 , 30 , 4300 , 45 , 3018 , 4300
20 , 31 , 4300 , 45 , 3305 , 4300
20 , 32 , 4300 , 45 , 2476 , 4300
20 , 33 , 4300 , 46 , 1550 , 4300
20 , 34 , 4300 , 46 , 250 , 4300
20 , 35 , 4300 , 44 , 1380 , 4300
20 , 36 , 4300 , 43 , 1050 , 4300
20 , 37 , 4300 , 43 , 311 , 4300
20 , 38 , 4300 , 44 , 1197 , 4300
20 , 39 , 4300 , 44 , 2093 , 4300
20 , 40 , 4300 , 45 , 3044 , 4300
20 , 41 , 4300 , 44 , 2875 , 4300
20 , 42 , 4300 , 43 , 3338 , 4300
20 , 43 , 4300 , 42 , 4813 , 4300
20 , 44 , 4300 , 43 , 4909 , 4300
20 , 45 , 4300 , 42 , 6177 , 4300
20 , 46 , 4300 , 42 , 5156 , 4300
20 , 47 , 4300 , 41 , 4955 , 4300
20 , 48 , 4300 , 40 , 5974 , 4300
20 , 49 , 4300 , 41 , 5682 , 4300
20 , 50 , 4300 , 41 , 5594 , 4300
20 , 51 , 4300 , 41 , 4509 , 4300
20 , 52 , 4300 , 41 , 3877 , 4300
20 , 53 , 4300 , 40 , 5309 , 4300
20 , 54 , 4300 , 39 , 4124 , 4300
20 , 55 , 4300 , 38 , 5210 , 4300
20 , 56 , 4300 , 37 , 3944 , 4300
20 , 57 , 4300 , 36 , 5305 , 4300
20 , 58 , 4300 , 36 , 4918 , 4300
20 , 59 , 4300 , 36 , 5986 , 4300
20 , 60 , 4300 , 35 , 5794 , 4300
20 , 61 , 4300 , 35 , 5115 , 4300
20 , 62 , 4300 , 35 , 4464 , 4300
20 , 63 , 4300 , 36 , 4852 , 4300
20 , 64 , 4300 , 37 , 4933 , 4300
20 , 65 , 4300 , 37 , 5345 , 4300
20 , 66 , 4300 , 37 , 4824 , 4300
20 , 67 , 4300 , 38 , 6070 , 4300
20 , 68 , 4300 , 37 , 5469 , 4300
20 , 69 , 4300 , 37 , 4752 , 4300
20 , 70 , 4300 , 37 , 3401 , 4300
20 , 71 , 4300 , 36 , 3421 , 4300
20 , 72 , 4300 , 36 , 2028 , 4300
20 , 73 , 4300 , 37 , 1267 , 4300
20 , 74 , 4300 , 37 , 200 , 4300
20 , 75 , 4300 , 38 , 1416 , 4300
20 , 76 , 4300 , 38 , 900 , 4300
20 , 77 , 4300 , 38 , 648 , 4300
20 , 78 , 4300 , 38 , 200 , 4300
20 , 79 , 4300 , 44 , 1607 , 4300
20 , 80 , 4300 , 44 , 802 , 4300
20 , 81 , 4300 , 45 , 814 , 4300
20 , 82 , 4300 , 45 , 200 , 4300
20 , 83 , 4300 , 48 , 1184 , 4300
20 , 84 , 4300 , 48 , 729 , 4300
20 , 85 , 4300 , 49 , 1332 , 4300
20 , 86 , 4300 , 50 , 1426 , 4300
20 , 87 , 4300 , 50 , 542 , 4300
20 , 88 , 4300 , 50 , 200 , 4300
20 , 89 , 4300 , 44 , 1561 , 4300
21 , 0 , 4300 , 43 , 1392 , 4300
21 , 1 , 4300 , 43 , 1866 , 4300
21 , 2 , 4300 , 43 , 2010 , 4300
21 , 3 , 4300 , 42 , 2165 , 4300
21 , 4 , 4300 , 42 , 728 , 4300
21 , 5 , 4300 , 42 , 791 , 4300
21 , 6 , 4300 , 42 , 200 , 4300
21 , 7 , 4300 , 39 , 1252 , 4300
21 , 8 , 4300 , 39 , 1532 , 4300
21 , 9 , 4300 , 39 , 2279 , 4300
21 , 10 , 4300 , 38 , 2887 , 4300
21 , 11 , 4300 , 37 , 3982 , 4300
21 , 12 , 4300 , 37 , 3115 , 4300
21 , 13 , 4300 , 38 , 4261 , 4300
21 , 14 , 4300 , 38 , 4559 , 4300
21 , 15 , 4300 , 38 , 5724 , 4300
21 , 16 , 4300 , 38 , 5601 , 4300
21 , 17 , 4300 , 37 , 4855 , 4300
21 , 18 , 4300 , 37 , 4206 , 4300
21 , 19 , 4300 , 37 , 2767 , 4300
21 , 20 , 4300 , 38 , 3754 , 4300
21 , 21 , 4300 , 39 , 4436 , 4300
21 , 22 , 4300 , 39 , 4272 , 4300
21 , 23 , 4300 , 39 , 4004 , 4300
21 , 24 , 4300 , 40 , 4636 , 4300
21 , 25 , 4300 , 40 , 4899 , 4300
21 , 26 , 4300 , 39 , 4759 , 4300
21 , 27 , 4300 , 40 , 5144 , 4300
21 , 28 , 4300 , 40 , 4172 , 4300
21 , 29 , 4300 , 41 , 2673 , 4300
21 , 30 , 4300 , 41 , 1604 , 4300
21 , 31 , 4300 , 42 , 2043 , 4300
21 , 32 , 4300 , 42 , 1592 , 4300
21 , 33 , 4300 , 42 , 200 , 4300
21 , 34 , 4300 , 39 , 1459 , 4300
21 , 35 , 4300 , 39 , 2003 , 4300
21 , 36 , 4300 , 39 , 1628 , 4300
21 , 37 , 4300 , 40 , 2442 , 4300
21 , 38 , 4300 , 41 , 2604 , 4300
21 , 39 , 4300 , 41 , 3431 , 4300
21 , 40 , 4300 , 40 , 3289 , 4300
21 , 41 , 4300 , 40 , 2090 , 4300
21 , 42 , 4300 , 39 , 3223 , 4300
21 , 43 , 4300 , 40 , 3074 , 4300
21 , 44 , 4300 , 39 , 4456 , 4300
21 , 45 , 4300 , 40 , 3170 , 4300
21 , 46 , 4300 , 39 , 4289 , 4300
21 , 47 , 4300 , 38 , 3874 , 4300
21 , 48 , 4300 , 37 , 3589 , 4300
21 , 49 , 4300 , 37 , 2323 , 4300
21 , 50 , 4300 , 37 , 938 , 4300
21 , 51 , 4300 , 37 , 200 , 4300
21 , 52 , 4300 , 40 , 1080 , 4300
21 , 53 , 4300 , 41 , 1305 , 4300
21 , 54 , 4300 , 41 , 200 , 4300
21 , 55 , 4300 , 39 , 967 , 4300
21 , 56 , 4300 , 40 , 1290 , 4300
21 , 57 , 4300 , 41 , 1355 , 4300
21 , 58 , 4300 , 41 , 625 , 4300
21 , 59 , 4300 , 41 , 200 , 4300
21 , 60 , 4300 , 38 , 1040 , 4300
21 , 61 , 4300 , 38 , 478 , 4300
21 , 62 , 4300 , 38 , 297 , 4300
21 , 63 , 4300 , 38 , 200 , 4300
21 , 64 , 4300 , 44 , 1333 , 4300
21 , 65 , 4300 , 44 , 200 , 4300
21 , 66 , 4300 , 44 , 939 , 4300
21 , 67 , 4300 , 42 , 2396 , 4300
21 , 68 , 4300 , 43 , 3786 , 4300
21 , 69 , 4300 , 43 , 3056 , 4300
21 , 70 , 4300 , 43 , 3850 , 4300
21 , 71 , 4300 , 43 , 3122 , 4300
21 , 72 , 4300 , 42 , 3695 , 4300
21 , 73 , 4300 , 42 , 2518 , 4300
21 , 74 , 4300 , 43 , 2656 , 4300
21 , 75 , 4300 , 43 , 2126 , 4300
21 , 76 , 4300 , 43 , 2965 , 4300
21 , 77 , 4300 , 42 , 3817 , 4300
21 , 78 , 4300 , 42 , 3661 , 4300
21 , 79 , 4300 , 42 , 4231 , 4300
21 , 80 , 4300 , 42 , 5535 , 4300
21 , 81 , 4300 , 43 , 4151 , 4300
21 , 82 , 4300 , 42 , 4355 , 4300
21 , 83 , 4300 , 42 , 4398 , 4300
21 , 84 , 4300 , 42 , 5031 , 4300
21 , 85 , 4300 , 43 , 4096 , 4300
21 , 86 , 4300 , 43 , 4333 , 4300
21 , 87 , 4300 , 44 , 4781 , 4300
21 , 88 , 4300 , 44 , 4891 , 4300
21 , 89 , 4300 , 44 , 3910 , 4300
22 , 0 , 4300 , 43 , 4164 , 4300
22 , 1 , 4300 , 44 , 3685 , 4300
22 , 2 , 4300 , 44 , 2409 , 4300
22 , 3 , 4300 , 44 , 2878 , 4300
22 , 4 , 4300 , 44 , 1447 , 4300
22 , 5 , 4300 , 44 , 313 , 4300
22 , 6 , 4300 , 44 , 200 , 4300
22 , 7 , 4300 , 47 , 1046 , 4300
22 , 8 , 4300 , 47 , 200 , 4300
22 , 9 , 4300 , 48 , 349 , 4300
22 , 10 , 4300 , 48 , 452 , 4300
22 , 11 , 4300 , 48 , 200 , 4300
22 , 12 , 4300 , 42 , 1698 , 4300
22 , 13 , 4300 , 42 , 1337 , 4300
22 , 14 , 4300 , 43 , 2179 , 4300
22 , 15 , 4300 , 43 , 3054 , 4300
22 , 16 , 4300 , 43 , 3567 , 4300
22 , 17 , 4300 , 43 , 2174 , 4300
22 , 18 , 4300 , 43 , 1521 , 4300
22 , 19 , 4300 , 43 , 200 , 4300
22 , 20 , 4300 , 45 , 724 , 4300
22 , 21 , 4300 , 46 , 1480 , 4300
22 , 22 , 4300 , 46 , 479 , 4300
22 , 23 , 4300 , 48 , 1528 , 4300
22 , 24 , 4300 , 48 , 569 , 4300
22 , 25 , 4300 , 46 , 1269 , 4300
22 , 26 , 4300 , 47 , 2609 , 4300
22 , 27 , 4300 , 47 , 1619 , 4300
22 , 28 , 4300 , 47 , 975 , 4300
22 , 29 , 4300 , 47 , 949 , 4300
22 , 30 , 4300 , 46 , 912 , 4300
22 , 31 , 4300 , 46 , 1087 , 4300
22 , 32 , 4300 , 46 , 200 , 4300
22 , 33 , 4300 , 46 , 584 , 4300
22 , 34 , 4300 , 45 , 515 , 4300
22 , 35 , 4300 , 45 , 486 , 4300
22 , 36 , 4300 , 45 , 1593 , 4300
22 , 37 , 4300 , 45 , 1733 , 4300
22 , 38 , 4300 , 45 , 397 , 4300
22 , 39 , 4300 , 45 , 473 , 4300
22 , 40 , 4300 , 45 , 1780 , 4300
22 , 41 , 4300 , 46 , 1810 , 4300
22 , 42 , 4300 , 47 , 3048 , 4300
22 , 43 , 4300 , 46 , 3460 , 4300
22 , 44 , 4300 , 46 , 3868 , 4300
22 , 45 , 4300 , 46 , 2590 , 4300
22 , 46 , 4300 , 45 , 2358 , 4300
22 , 47 , 4300 , 45 , 2978 , 4300
22 , 48 , 4300 , 45 , 2894 , 4300
22 , 49 , 4300 , 46 , 2274 , 4300
22 , 50 , 4300 , 47 , 1969 , 4300
22 , 51 , 4300 , 48 , 2731 , 4300
22 , 52 , 4300 , 48 , 2671 , 4300
22 , 53 , 4300 , 48 , 3397 , 4300
22 , 54 , 4300 , 49 , 4532 , 4300
22 , 55 , 4300 , 49 , 3755 , 4300
22 , 56 , 4300 , 50 , 3948 , 4300
22 , 57 , 4300 , 50 , 4493 , 4300
22 , 58 , 4300 , 50 , 5119 , 4300
22 , 59 , 4300 , 49 , 4748 , 4300
22 , 60 , 4300 , 49 , 6246 , 4300
22 , 61 , 4300 , 49 , 6226 , 4300
22 , 62 , 4300 , 50 , 6087 , 4300
22 , 63 , 4300 , 50 , 5349 , 4300
22 , 64 , 4300 , 49 , 5082 , 4300
22 , 65 , 4300 , 49 , 3963 , 4300
22 , 66 , 4300 , 49 , 3023 , 4300
22 , 67 , 4300 , 50 , 2613 , 4300
22 , 68 , 4300 , 49 , 2789 , 4300
22 , 69 , 4300 , 49 , 2341 , 4300
22 , 70 , 4300 , 48 , 2359 , 4300
22 , 71 , 4300 , 48 , 3370 , 4300
22 , 72 , 4300 , 48 , 1951 , 4300
22 , 73 , 4300 , 49 , 2373 , 4300
22 , 74 , 4300 , 49 , 2237 , 4300
22 , 75 , 4300 , 49 , 1831 , 4300
22 , 76 , 4300 , 48 , 3221 , 4300
22 , 77 , 4300 , 48 , 4196 , 4300
22 , 78 , 4300 , 47 , 4689 , 4300
22 , 79 , 4300 , 47 , 5872 , 4300
22 , 80 , 4300 , 48 , 4435 , 4300
22 , 81 , 4300 , 47 , 4837 , 4300
22 , 82 , 4300 , 48 , 4215 , 4300
22 , 83 , 4300 , 48 , 3499 , 4300
22 , 84 , 4300 , 47 , 4660 , 4300
22 , 85 , 4300 , 46 , 5811 , 4300
22 , 86 , 4300 , 46 , 5738 , 4300
22 , 87 , 4300 , 46 , 4395 , 4300
22 , 88 , 4300 , 46 , 4917 , 4300
22 , 89 , 4300 , 47 , 4456 , 4300
23 , 0 , 4300 , 47 , 4604 , 4300
23 , 1 , 4300 , 47 , 3515 , 4300
23 , 2 , 4300 , 48 , 4598 , 4300
23 , 3 , 4300 , 48 , 5644 , 4300
23 , 4 , 4300 , 48 , 5464 , 4300
23 , 5 , 4300 , 48 , 4006 , 4300
23 , 6 , 4300 , 48 , 5129 , 4300
23 , 7 , 4300 , 49 , 5008 , 4300
23 , 8 , 4300 , 48 , 3812 , 4300
23 , 9 , 4300 , 48 , 4004 , 4300
23 , 10 , 4300 , 49 , 3145 , 4300
23 , 11 , 4300 , 50 , 3775 , 4300
23 , 12 , 4300 , 50 , 3560 , 4300
23 , 13 , 4300 , 49 , 3678 , 4300
23 , 14 , 4300 , 48 , 2472 , 4300
23 , 15 , 4300 , 47 , 3768 , 4300
23 , 16 , 4300 , 47 , 2873 , 4300
23 , 17 , 4300 , 47 , 2791 , 4300
23 , 18 , 4300 , 46 , 1600 , 4300
23 , 19 , 4300 , 46 , 1282 , 4300
23 , 20 , 4300 , 46 , 1048 , 4300
23 , 21 , 4300 , 45 , 1624 , 4300
23 , 22 , 4300 , 44 , 2351 , 4300
23 , 23 , 4300 , 44 , 2148 , 4300
23 , 24 , 4300 , 44 , 1234 , 4300
23 , 25 , 4300 , 46 , 2598 , 4300
23 , 26 , 4300 , 47 , 2903 , 4300
23 , 27 , 4300 , 47 , 2576 , 4300
23 , 28 , 4300 , 46 , 1618 , 4300
23 , 29 , 4300 , 46 , 224 , 4300
23 , 30 , 4300 , 45 , 200 , 4300
23 , 31 , 4300 , 48 , 1033 , 4300
23 , 32 , 4300 , 48 , 660 , 4300
23 , 33 , 4300 , 46 , 1620 , 4300
23 , 34 , 4300 , 45 , 1619 , 4300
23 , 35 , 4300 , 45 , 1208 , 4300
23 , 36 , 4300 , 45 , 200 , 4300
23 , 37 , 4300 , 46 , 411 , 4300
23 , 38 , 4300 , 45 , 996 , 4300
23 , 39 , 4300 , 45 , 200 , 4300
23 , 40 , 4300 , 47 , 752 , 4300
23 , 41 , 4300 , 47 , 224 , 4300
23 , 42 , 4300 , 46 , 200 , 4300
23 , 43 , 4300 , 49 , 976 , 4300
23 , 44 , 4300 , 49 , 200 , 4300
23 , 45 , 4300 , 48 , 279 , 4300
23 , 46 , 4300 , 48 , 380 , 4300
23 , 47 , 4300 , 45 , 1371 , 4300
23 , 48 , 4300 , 45 , 1354 , 4300
23 , 49 , 4300 , 46 , 2155 , 4300
23 , 50 , 4300 , 46 , 1961 , 4300
23 , 51 , 4300 , 46 , 2390 , 4300
23 , 52 , 4300 , 46 , 985 , 4300
23 , 53 , 4300 , 46 , 1945 , 4300
23 , 54 , 4300 , 46 , 2722 , 4300
23 , 55 , 4300 , 46 , 1712 , 4300
23 , 56 , 4300 , 45 , 3110 , 4300
23 , 57 , 4300 , 45 , 2711 , 4300
23 , 58 , 4300 , 45 , 1838 , 4300
23 , 59 , 4300 , 44 , 2846 , 4300
23 , 60 , 4300 , 44 , 4202 , 4300
23 , 61 , 4300 , 44 , 4142 , 4300
23 , 62 , 4300 , 43 , 5598 , 4300
23 , 63 , 4300 , 43 , 4827 , 4300
23 , 64 , 4300 , 44 , 4256 , 4300
23 , 65 , 4300 , 43 , 3575 , 4300
23 , 66 , 4300 , 42 , 4593 , 4300
23 , 67 , 4300 , 42 , 5681 , 4300
23 , 68 , 4300 , 41 , 5439 , 4300
23 , 69 , 4300 , 42 , 5247 , 4300
23 , 70 , 4300 , 42 , 3871 , 4300
23 , 71 , 4300 , 43 , 4492 , 4300
23 , 72 , 4300 , 44 , 5892 , 4300
23 , 73 , 4300 , 44 , 5182 , 4300
23 , 74 , 4300 , 44 , 3809 , 4300
23 , 75 , 4300 , 44 , 2583 , 4300
23 , 76 , 4300 , 43 , 3113 , 4300
23 , 77 , 4300 , 43 , 4533 , 4300
23 , 78 , 4300 , 42 , 5697 , 4300
23 , 79 , 4300 , 42 , 5608 , 4300
23 , 80 , 4300 , 42 , 5474 , 4300
23 , 81 , 4300 , 42 , 4690 , 4300
23 , 82 , 4300 , 42 , 4111 , 4300
23 , 83 , 4300 , 42 , 5566 , 4300
23 , 84 , 4300 , 43 , 4107 , 4300
23 , 85 , 4300 , 43 , 2914 , 4300
23 , 86 , 4300 , 43 , 4120 , 4300
23 , 87 , 4300 , 43 , 5184 , 4300
23 , 88 , 4300 , 44 , 4991 , 4300
23 , 89 , 4300 , 45 , 4107 , 4300
24 , 0 , 4300 , 45 , 3499 , 4300
24 , 1 , 4300 , 44 , 3205 , 4300
24 , 2 , 4300 , 44 , 2774 , 4300
24 , 3 , 4300 , 44 , 2785 , 4300
24 , 4 , 4300 , 45 , 2420 , 4300
24 , 5 , 4300 , 45 , 2760 , 4300
24 , 6 , 4300 , 45 , 4025 , 4300
24 , 7 , 4300 , 44 , 3975 , 4300
24 , 8 , 4300 , 44 , 3939 , 4300
24 , 9 , 4300 , 45 , 3398 , 4300
24 , 10 , 4300 , 46 , 4257 , 4300
24 , 11 , 4300 , 45 , 3708 , 4300
24 , 12 , 4300 , 45 , 2740 , 4300
24 , 13 , 4300 , 44 , 3906 , 4300
24 , 14 , 4300 , 44 , 5115 , 4300
24 , 15 , 4300 , 44 , 3762 , 4300
24 , 16 , 4300 , 45 , 5056 , 4300
24 , 17 , 4300 , 45 , 4901 , 4300
24 , 18 , 4300 , 44 , 5216 , 4300
24 , 19 , 4300 , 44 , 4942 , 4300
24 , 20 , 4300 , 45 , 5853 , 4300
24 , 21 , 4300 , 45 , 4822 , 4300
24 , 22 , 4300 , 44 , 5548 , 4300
24 , 23 , 4300 , 45 , 4765 , 4300
24 , 24 , 4300 , 45 , 3643 , 4300
24 , 25 , 4300 , 46 , 4819 , 4300
24 , 26 , 4300 , 46 , 3749 , 4300
24 , 27 , 4300 , 45 , 4248 , 4300
24 , 28 , 4300 , 45 , 4484 , 4300
24 , 29 , 4300 , 45 , 5845 , 4300
24 , 30 , 4300 , 45 , 4791 , 4300
24 , 31 , 4300 , 45 , 4380 , 4300
24 , 32 , 4300 , 46 , 3322 , 4300
24 , 33 , 4300 , 46 , 3825 , 4300
24 , 34 , 4300 , 47 , 4522 , 4300
24 , 35 , 4300 , 48 , 5690 , 4300
24 , 36 , 4300 , 48 , 4529 , 4300
24 , 37 , 4300 , 48 , 4187 , 4300
24 , 38 , 4300 , 48 , 2969 , 4300
24 , 39 , 4300 , 48 , 2435 , 4300
24 , 40 , 4300 , 48 , 3224 , 4300
24 , 41 , 4300 , 48 , 1956 , 4300
24 , 42 , 4300 , 48 , 1019 , 4300
24 , 43 , 4300 , 48 , 701 , 4300
24 , 44 , 4300 , 47 , 902 , 4300
24 , 45 , 4300 , 47 , 205 , 4300
24 , 46 , 4300 , 47 , 268 , 4300
24 , 47 , 4300 , 53 , 1743 , 4300
24 , 48 , 4300 , 53 , 1903 , 4300
24 , 49 , 4300 , 53 , 1900 , 4300
24 , 50 , 4300 , 52 , 3111 , 4300
24 , 51 , 4300 , 53 , 2051 , 4300
24 , 52 , 4300 , 53 , 708 , 4300
24 , 53 , 4300 , 53 , 770 , 4300
24 , 54 , 4300 , 53 , 616 , 4300
24 , 55 , 4300 , 52 , 795 , 4300
24 , 56 , 4300 , 52 , 200 , 4300
24 , 57 , 4300 , 53 , 453 , 4300
24 , 58 , 4300 , 53 , 200 , 4300
24 , 59 , 4300 , 51 , 1123 , 4300
24 , 60 , 4300 , 50 , 1439 , 4300
24 , 61 , 4300 , 50 , 2539 , 4300
24 , 62 , 4300 , 49 , 2779 , 4300
24 , 63 , 4300 , 49 , 3764 , 4300
24 , 64 , 4300 , 49 , 5119 , 4300
24 , 65 , 4300 , 49 , 4240 , 4300
24 , 66 , 4300 , 49 , 5011 , 4300
24 , 67 , 4300 , 49 , 4064 , 4300
24 , 68 , 4300 , 48 , 3015 , 4300
24 , 69 , 4300 , 48 , 3529 , 4300
24 , 70 , 4300 , 48 , 2655 , 4300
24 , 71 , 4300 , 48 , 3370 , 4300
24 , 72 , 4300 , 48 , 4163 , 4300
24 , 73 , 4300 , 49 , 3771 , 4300
24 , 74 , 4300 , 49 , 2778 , 4300
24 , 75 , 4300 , 49 , 2098 , 4300
24 , 76 , 4300 , 49 , 2918 , 4300
24 , 77 , 4300 , 49 , 1898 , 4300
24 , 78 , 4300 , 48 , 1243 , 4300
24 , 79 , 4300 , 47 , 2466 , 4300
24 , 80 , 4300 , 47 , 1291 , 4300
24 , 81 , 4300 , 48 , 2180 , 4300
24 , 82 , 4300 , 47 , 2721 , 4300
24 , 83 , 4300 , 47 , 1526 , 4300
24 , 84 , 4300 , 47 , 849 , 4300
24 , 85 , 4300 , 47 , 1184 , 4300
24 , 86 , 4300 , 47 , 200 , 4300
24 , 87 , 4300 , 47 , 640 , 4300
24 , 88 , 4300 , 45 , 1757 , 4300
24 , 89 , 4300 , 46 , 1555 , 4300
25 , 0 , 4300 , 47 , 1846 , 4300
25 , 1 , 4300 , 47 , 1527 , 4300
25 , 2 , 4300 , 45 , 2928 , 4300
25 , 3 , 4300 , 45 , 4141 , 4300
25 , 4 , 4300 , 45 , 4432 , 4300
25 , 5 , 4300 , 45 , 4867 , 4300
25 , 6 , 4300 , 45 , 5076 , 4300
25 , 7 , 4300 , 46 , 3749 , 4300
25 , 8 , 4300 , 45 , 3215 , 4300
