Time,Cycle,Iteration,PacketSize,B,C,R_last
44,28,10,4300,32,1116,4300
48,28,11,4300,32,1238,4300
52,28,12,4300,33,1540,4300
56,28,13,4300,34,1386,4300
60,28,14,4300,34,1233,4300
64,28,15,4300,34,353,4300
68,28,16,4300,32,1407,4300
72,28,17,4300,32,352,4300
76,28,18,4300,31,287,4300
80,28,19,4300,31,200,4300
84,28,20,4300,26,1495,4300
88,28,21,4300,24,2876,4300
92,28,22,4300,25,2337,4300
96,28,23,4300,25,1445,4300
100,28,24,4300,25,964,4300
104,28,25,4300,25,583,4300
108,28,26,4300,27,1834,4300
112,28,27,4300,26,2528,4300
116,28,28,4300,27,2812,4300
120,28,29,4300,27,1328,4300
124,28,30,4300,27,1160,4300
128,28,31,4300,26,1977,4300
132,28,32,4300,26,1438,4300
136,28,33,4300,25,1949,4300
140,28,34,4300,26,2761,4300
144,28,35,4300,26,1796,4300
148,28,36,4300,26,901,4300
152,28,37,4300,26,200,4300
156,28,38,4300,22,1099,4300
160,28,39,4300,23,1626,4300
164,28,40,4300,23,562,4300
168,28,41,4300,23,588,4300
172,28,42,4300,23,396,4300
176,28,43,4300,22,1595,4300
180,28,44,4300,22,242,4300
184,28,45,4300,21,1109,4300
188,28,46,4300,21,2030,4300
192,28,47,4300,22,2732,4300
196,28,48,4300,23,2376,4300
200,28,49,4300,23,1928,4300
204,28,50,4300,23,3146,4300
208,28,51,4300,23,2177,4300
212,28,52,4300,24,3054,4300
216,28,53,4300,24,3908,4300
220,28,54,4300,23,3278,4300
224,28,55,4300,23,1972,4300
228,28,56,4300,22,3036,4300
232,28,57,4300,22,2729,4300
236,28,58,4300,23,4163,4300
240,28,59,4300,23,4997,4300
244,28,60,4300,23,4250,4300
248,28,61,4300,23,3157,4300
252,28,62,4300,23,4645,4300
256,28,63,4300,23,5906,4300
260,28,64,4300,23,5039,4300
264,28,65,4300,23,4452,4300
268,28,66,4300,23,5876,4300
272,28,67,4300,23,4523,4300
276,28,68,4300,22,5386,4300
280,28,69,4300,21,5182,4300
284,28,70,4300,21,4615,4300
288,28,71,4300,21,3639,4300
292,28,72,4300,20,3874,4300
296,28,73,4300,20,5192,4300
300,28,74,4300,20,4406,4300
304,28,75,4300,20,5356,4300
308,28,76,4300,20,4188,4300
312,28,77,235,19,4175,4300
316,28,78,3850,20,4048,235
320,28,79,235,19,3184,3850
324,28,80,3850,20,4123,235
328,28,81,3850,20,4369,3850
332,28,82,3850,20,4071,3850
336,28,83,3850,20,2702,3850
340,28,84,235,19,3739,3850
344,28,85,3000,19,3302,235
348,28,86,3000,20,2328,3000
352,28,87,3000,20,1138,3000
356,28,88,235,19,1135,3000
360,28,89,2350,20,2609,235
4,29,0,3000,20,3123,2350
8,29,1,3850,21,4591,3000
12,29,2,3850,21,3153,3850
16,29,3,3850,21,3862,3850
20,29,4,3850,20,4667,3850
24,29,5,3850,19,4912,3850
28,29,6,3850,19,4000,3850
32,29,7,3850,19,3951,3850
36,29,8,235,19,2811,3850
40,29,9,1750,19,1926,235
44,29,10,2350,20,2696,1750
48,29,11,2350,20,2044,2350
52,29,12,2350,20,1335,2350
56,29,13,2350,21,1577,2350
60,29,14,2350,20,1300,2350
64,29,15,2350,20,200,2350
68,29,16,2350,20,353,2350
72,29,17,2350,21,1543,2350
76,29,18,2350,21,1607,2350
80,29,19,2350,21,2703,2350
84,29,20,3000,22,3813,2350
88,29,21,3850,21,4909,3000
92,29,22,3850,20,6124,3850
96,29,23,3850,20,5553,3850
100,29,24,3850,20,4186,3850
104,29,25,3850,20,3007,3850
108,29,26,3850,21,2008,3850
112,29,27,3850,21,2519,3850
116,29,28,3850,21,1447,3850
120,29,29,3850,21,200,3850
124,29,30,3850,21,227,3850
128,29,31,3850,22,200,3850
132,29,32,3850,22,728,3850
136,29,33,3850,22,1602,3850
140,29,34,3850,22,2940,3850
144,29,35,3850,22,1783,3850
148,29,36,3850,22,2546,3850
152,29,37,3850,21,3295,3850
156,29,38,3850,22,3776,3850
160,29,39,3850,21,3113,3850
164,29,40,3850,20,2823,3850
168,29,41,3850,20,2039,3850
172,29,42,3850,21,1861,3850
176,29,43,3850,21,1208,3850
180,29,44,3850,21,610,3850
184,29,45,3850,21,200,3850
188,29,46,235,17,1485,3850
192,29,47,2350,15,2762,235
196,29,48,3850,15,3876,2350
200,29,49,3850,16,3975,3850
204,29,50,235,16,2624,3850
208,29,51,1750,16,1983,235
212,29,52,235,16,626,1750
216,29,53,1750,15,1901,235
220,29,54,1750,15,1865,1750
224,29,55,1750,15,1848,1750
228,29,56,2350,15,2710,1750
232,29,57,235,15,1340,2350
236,29,58,750,15,892,235
240,29,59,235,15,200,750
244,29,60,750,13,897,235
248,29,61,750,12,1042,750
252,29,62,1750,11,1764,750
256,29,63,2350,10,2859,1750
260,29,64,235,10,1995,2350
264,29,65,2350,11,2979,235
268,29,66,3000,10,3522,2350
272,29,67,3000,10,3090,3000
276,29,68,3000,11,3834,3000
280,29,69,235,11,2599,3000
284,29,70,3850,10,4047,235
288,29,71,3850,9,5259,3850
292,29,72,3850,9,4279,3850
296,29,73,235,10,3019,3850
300,29,74,3850,10,3979,235
304,29,75,3850,9,4772,3850
308,29,76,3850,8,4158,3850
312,29,77,235,7,3741,3850
316,29,78,3850,6,4948,235
320,29,79,235,7,3580,3850
324,29,80,3850,8,4239,235
328,29,81,235,8,2790,3850
332,29,82,3000,8,3296,235
336,29,83,235,8,1964,3000
340,29,84,3000,7,3165,235
344,29,85,3850,8,4275,3000
348,29,86,3850,8,3912,3850
352,29,87,3850,9,4558,3850
356,29,88,3850,8,5358,3850
360,29,89,3850,7,4260,3850
4,30,0,3850,7,4011,3850
8,30,1,3850,6,4443,3850
12,30,2,3850,7,4574,3850
16,30,3,3850,7,4065,3850
20,30,4,3850,7,4892,3850
24,30,5,3850,6,5138,3850
28,30,6,3850,6,5001,3850
32,30,7,3850,7,4624,3850
36,30,8,3850,6,4659,3850
40,30,9,235,5,3722,3850
44,30,10,2350,5,2714,235
48,30,11,235,5,1407,2350
52,30,12,4300,5,200,235
56,30,13,235,6,282,4300
60,30,14,4300,6,200,235
64,30,15,235,5,445,4300
68,30,16,1050,2,1308,235
72,30,17,235,2,573,1050
76,30,18,375,1,508,235
80,30,19,235,1,200,375
84,30,20,4300,2,229,235
88,30,21,235,2,200,4300
92,30,22,1050,7,1308,235
96,30,23,235,7,521,1050
100,30,24,4300,7,200,235
104,30,25,235,4,853,4300
108,30,26,1750,6,2344,235
112,30,27,1750,7,1828,1750
116,30,28,1750,7,1901,1750
120,30,29,1750,8,1948,1750
124,30,30,2350,8,2418,1750
128,30,31,3000,9,3480,2350
132,30,32,3000,9,3458,3000
136,30,33,3850,9,4444,3000
140,30,34,235,9,3414,3850
144,30,35,3000,9,3549,235
148,30,36,3850,9,3936,3000
152,30,37,235,10,3133,3850
156,30,38,3850,10,3869,235
160,30,39,3850,10,4596,3850
164,30,40,3850,10,5485,3850
168,30,41,3850,10,5476,3850
172,30,42,3850,10,4794,3850
176,30,43,3850,10,4024,3850
180,30,44,3850,10,4649,3850
184,30,45,3850,10,4599,3850
188,30,46,3850,10,5833,3850
192,30,47,3850,10,4725,3850
196,30,48,235,10,3227,3850
200,30,49,3000,10,3822,235
204,30,50,3000,10,3611,3000
208,30,51,235,9,2915,3000
212,30,52,3850,8,3900,235
216,30,53,235,8,2597,3850
220,30,54,1750,8,2312,235
224,30,55,235,8,1043,1750
228,30,56,1750,6,2308,235
232,30,57,1750,6,1796,1750
236,30,58,1750,6,1919,1750
240,30,59,1750,7,1960,1750
244,30,60,2350,7,2366,1750
248,30,61,235,7,885,2350
252,30,62,2350,8,2373,235
256,30,63,2350,9,2647,2350
260,30,64,3000,8,3145,2350
264,30,65,235,8,1903,3000
268,30,66,1050,8,1265,235
272,30,67,235,8,354,1050
276,30,68,375,8,391,235
280,30,69,1050,11,1505,375
284,30,70,1050,11,1264,1050
288,30,71,1750,10,2135,1050
292,30,72,1750,9,1927,1750
296,30,73,2350,8,2429,1750
300,30,74,235,7,1635,2350
304,30,75,2350,6,2814,235
308,30,76,3850,5,3936,2350
312,30,77,235,4,3404,3850
316,30,78,1750,5,2269,235
320,30,79,235,5,1510,1750
324,30,80,235,5,279,235
328,30,81,4300,5,200,235
332,30,82,235,0,1610,4300
336,30,83,2350,1,2851,235
340,30,84,235,2,2148,2350
344,30,85,1750,1,2092,235
348,30,86,3000,2,3261,1750
352,30,87,3850,3,4017,3000
356,30,88,235,2,2734,3850
360,30,89,3850,3,4013,235
4,31,0,235,4,2782,3850
8,31,1,2350,4,2520,235
12,31,2,2350,4,2619,2350
16,31,3,3000,3,3556,2350
20,31,4,3850,4,4234,3000
24,31,5,3850,4,4151,3850
28,31,6,3850,5,4699,3850
32,31,7,3850,6,5860,3850
36,31,8,3850,7,5566,3850
40,31,9,3850,7,5169,3850
44,31,10,3850,7,4968,3850
48,31,11,3850,7,5327,3850
52,31,12,3850,8,4291,3850
56,31,13,3850,7,5257,3850
60,31,14,3850,6,4502,3850
64,31,15,3850,6,5850,3850
68,31,16,3850,6,5020,3850
72,31,17,3850,5,4156,3850
76,31,18,235,5,3673,3850
80,31,19,3000,5,3188,235
84,31,20,235,5,2534,3000
88,31,21,3000,5,3060,235
92,31,22,3850,4,3855,3000
96,31,23,235,4,2819,3850
100,31,24,2350,4,2827,235
104,31,25,3000,3,3105,2350
108,31,26,235,4,2681,3000
112,31,27,3000,3,3270,235
116,31,28,235,3,1940,3000
120,31,29,1750,4,1932,235
124,31,30,1750,5,1966,1750
128,31,31,235,4,1729,1750
132,31,32,750,5,899,235
136,31,33,235,5,200,750
140,31,34,560,5,582,235
144,31,35,235,5,200,560
148,31,36,235,6,372,235
152,31,37,560,5,691,235
156,31,38,1050,4,1348,560
160,31,39,1050,5,1199,1050
164,31,40,235,5,829,1050
168,31,41,1750,5,2124,235
172,31,42,3000,6,3379,1750
176,31,43,3850,6,4701,3000
180,31,44,3850,7,3917,3850
184,31,45,235,6,3066,3850
188,31,46,3000,6,3330,235
192,31,47,3000,7,3243,3000
196,31,48,3000,7,3822,3000
200,31,49,3000,7,3038,3000
204,31,50,3000,7,3440,3000
208,31,51,3000,8,3235,3000
212,31,52,3000,8,3105,3000
216,31,53,3000,8,3141,3000
220,31,54,235,8,2071,3000
224,31,55,2350,8,2790,235
228,31,56,235,8,1768,2350
232,31,57,1750,9,1828,235
236,31,58,235,9,512,1750
240,31,59,1750,12,2008,235
244,31,60,235,12,678,1750
248,31,61,4300,12,200,235
252,31,62,235,13,606,4300
256,31,63,1050,14,1470,235
260,31,64,1750,13,2242,1050
264,31,65,3000,13,3485,1750
268,31,66,235,13,2371,3000
272,31,67,1750,12,2003,235
276,31,68,235,12,583,1750
280,31,69,4300,12,200,235
284,31,70,235,17,1476,4300
288,31,71,560,17,672,235
292,31,72,235,17,200,560
296,31,73,235,17,350,235
300,31,74,375,17,395,235
304,31,75,1050,18,1065,375
308,31,76,235,18,506,1050
312,31,77,1050,18,1279,235
316,31,78,235,18,317,1050
320,31,79,4300,18,200,235
324,31,80,4300,21,652,4300
328,31,81,4300,21,200,4300
332,31,82,4300,25,943,4300
336,31,83,4300,25,1733,4300
340,31,84,4300,24,1123,4300
344,31,85,4300,24,200,4300
348,31,86,4300,25,280,4300
352,31,87,4300,24,200,4300
356,31,88,4300,25,1035,4300
360,31,89,4300,23,2317,4300
4,32,0,4300,22,3719,4300
8,32,1,4300,22,4993,4300
12,32,2,4300,22,4027,4300
16,32,3,4300,22,3183,4300
20,32,4,4300,21,3904,4300
24,32,5,4300,21,2409,4300
28,32,6,4300,21,1181,4300
32,32,7,4300,22,1620,4300
36,32,8,4300,22,1179,4300
40,32,9,4300,22,1113,4300
44,32,10,4300,22,600,4300
48,32,11,4300,22,200,4300
52,32,12,4300,24,687,4300
56,32,13,4300,23,1184,4300
60,32,14,4300,23,1167,4300
64,32,15,4300,23,200,4300
68,32,16,4300,22,942,4300
72,32,17,4300,22,533,4300
76,32,18,4300,24,1390,4300
80,32,19,4300,25,1593,4300
84,32,20,4300,25,3015,4300
88,32,21,4300,25,3948,4300
92,32,22,4300,25,2489,4300
96,32,23,4300,26,3835,4300
100,32,24,4300,26,5232,4300
104,32,25,4300,26,3740,4300
108,32,26,4300,26,3976,4300
112,32,27,4300,25,3886,4300
116,32,28,4300,25,2478,4300
120,32,29,4300,25,3686,4300
124,32,30,4300,26,3855,4300
128,32,31,4300,26,2676,4300
132,32,32,4300,25,3163,4300
136,32,33,4300,25,2809,4300
140,32,34,4300,25,4145,4300
144,32,35,4300,24,5371,4300
148,32,36,4300,23,4957,4300
152,32,37,4300,23,4542,4300
156,32,38,4300,23,3952,4300
160,32,39,4300,23,4245,4300
164,32,40,4300,23,3494,4300
168,32,41,4300,23,2886,4300
172,32,42,4300,22,2322,4300
176,32,43,4300,22,2748,4300
180,32,44,4300,21,2899,4300
184,32,45,4300,20,1754,4300
188,32,46,4300,20,2798,4300
192,32,47,4300,20,3040,4300
196,32,48,4300,21,3389,4300
200,32,49,4300,22,2511,4300
204,32,50,4300,21,3914,4300
208,32,51,4300,20,3925,4300
212,32,52,4300,21,4762,4300
216,32,53,4300,20,4621,4300
220,32,54,4300,21,5697,4300
224,32,55,4300,20,4783,4300
228,32,56,4300,21,3512,4300
232,32,57,4300,21,2681,4300
236,32,58,4300,22,3886,4300
240,32,59,4300,21,4999,4300
244,32,60,4300,21,4004,4300
248,32,61,4300,21,2987,4300
252,32,62,4300,21,1801,4300
256,32,63,4300,21,953,4300
260,32,64,235,19,2340,4300
264,32,65,1750,18,2080,235
268,32,66,235,18,751,1750
272,32,67,1750,20,1970,235
276,32,68,1750,20,733,1750
280,32,69,235,19,507,1750
284,32,70,4300,19,200,235
288,32,71,235,18,1495,4300
292,32,72,235,18,357,235
296,32,73,4300,18,200,235
300,32,74,4300,20,1681,4300
304,32,75,4300,20,2742,4300
308,32,76,4300,21,3983,4300
312,32,77,4300,21,3965,4300
316,32,78,4300,21,3284,4300
320,32,79,4300,21,4026,4300
324,32,80,4300,21,4868,4300
328,32,81,4300,20,5009,4300
332,32,82,235,19,4817,4300
336,32,83,3850,18,5806,235
340,32,84,3850,18,4324,3850
344,32,85,235,18,2965,3850
348,32,86,3850,19,3866,235
352,32,87,235,18,2948,3850
356,32,88,2350,18,2968,235
360,32,89,3000,18,3068,2350
4,33,0,235,17,2831,3000
8,33,1,1050,16,1741,235
12,33,2,1750,15,1843,1050
16,33,3,235,15,857,1750
20,33,4,1050,15,1353,235
24,33,5,235,15,200,1050
28,33,6,560,16,736,235
32,33,7,560,16,632,560
36,33,8,235,16,200,560
40,33,9,750,18,892,235
44,33,10,750,17,902,750
48,33,11,1750,19,1983,750
52,33,12,3000,19,3287,1750
56,33,13,3850,18,4032,3000
60,33,14,3850,17,3959,3850
64,33,15,235,17,3541,3850
68,33,16,3000,18,3430,235
72,33,17,3000,19,3498,3000
76,33,18,235,19,2716,3000
80,33,19,1750,19,2277,235
84,33,20,2350,19,2419,1750
88,33,21,235,19,2134,2350
92,33,22,1750,19,2199,235
96,33,23,3000,20,3283,1750
100,33,24,3000,20,1930,3000
104,33,25,3000,20,1458,3000
108,33,26,3000,21,1407,3000
112,33,27,3000,21,485,3000
116,33,28,3000,22,1839,3000
120,33,29,3000,22,909,3000
124,33,30,3000,22,328,3000
128,33,31,3000,22,200,3000
132,33,32,235,16,1317,3000
136,33,33,1050,15,1677,235
140,33,34,235,15,631,1050
144,33,35,1750,16,1997,235
148,33,36,3000,15,3484,1750
152,33,37,3000,15,3795,3000
156,33,38,3000,16,3719,3000
160,33,39,3000,16,3486,3000
164,33,40,235,16,2111,3000
168,33,41,1750,17,1933,235
172,33,42,235,17,1314,1750
176,33,43,4300,17,200,235
180,33,44,4300,20,820,4300
184,33,45,4300,20,494,4300
188,33,46,4300,22,1374,4300
192,33,47,4300,22,1692,4300
196,33,48,4300,22,1608,4300
200,33,49,4300,23,1687,4300
204,33,50,4300,25,2903,4300
208,33,51,4300,25,3505,4300
212,33,52,4300,26,4581,4300
216,33,53,4300,25,3892,4300
220,33,54,4300,26,4428,4300
224,33,55,4300,26,2952,4300
228,33,56,4300,26,2865,4300
232,33,57,4300,26,2925,4300
236,33,58,4300,26,3969,4300
240,33,59,4300,27,3409,4300
244,33,60,4300,26,4667,4300
248,33,61,4300,27,5259,4300
252,33,62,4300,27,4661,4300
256,33,63,4300,27,4301,4300
260,33,64,4300,27,3430,4300
264,33,65,4300,26,2880,4300
268,33,66,4300,26,2696,4300
272,33,67,4300,26,1889,4300
276,33,68,4300,26,1232,4300
280,33,69,4300,26,2580,4300
284,33,70,4300,26,2844,4300
288,33,71,4300,26,1749,4300
292,33,72,4300,28,3134,4300
296,33,73,4300,27,2163,4300
300,33,74,4300,27,1550,4300
304,33,75,4300,27,1800,4300
308,33,76,4300,27,2451,4300
312,33,77,4300,27,2936,4300
316,33,78,4300,28,3518,4300
320,33,79,4300,28,2331,4300
324,33,80,4300,28,1650,4300
328,33,81,4300,28,1548,4300
332,33,82,4300,29,1909,4300
336,33,83,4300,28,1171,4300
340,33,84,4300,28,346,4300
344,33,85,4300,25,1732,4300
348,33,86,4300,25,649,4300
352,33,87,4300,25,1088,4300
356,33,88,4300,24,2023,4300
360,33,89,4300,24,1111,4300
4,34,0,4300,25,1557,4300
8,34,1,4300,25,540,4300
12,34,2,4300,26,706,4300
16,34,3,4300,27,1312,4300
20,34,4,4300,27,793,4300
24,34,5,4300,26,1178,4300
28,34,6,4300,26,1360,4300
32,34,7,4300,25,1177,4300
36,34,8,4300,26,2564,4300
40,34,9,4300,27,2546,4300
44,34,10,4300,28,3021,4300
48,34,11,4300,28,3046,4300
52,34,12,4300,29,2132,4300
56,34,13,4300,30,2798,4300
60,34,14,4300,30,2447,4300
64,34,15,4300,29,2425,4300
68,34,16,4300,29,1568,4300
72,34,17,4300,28,2821,4300
76,34,18,4300,27,3747,4300
80,34,19,4300,27,3093,4300
84,34,20,4300,27,3179,4300
88,34,21,4300,27,3267,4300
92,34,22,4300,28,3833,4300
96,34,23,4300,27,5237,4300
100,34,24,4300,28,4636,4300
104,34,25,4300,28,4816,4300
108,34,26,4300,28,6296,4300
112,34,27,4300,28,5687,4300
116,34,28,4300,28,4609,4300
120,34,29,4300,27,6011,4300
124,34,30,4300,27,5401,4300
128,34,31,4300,26,4391,4300
132,34,32,4300,26,4509,4300
136,34,33,4300,27,4810,4300
140,34,34,4300,27,4639,4300
144,34,35,4300,27,3837,4300
148,34,36,4300,26,4952,4300
152,34,37,4300,26,6340,4300
156,34,38,4300,26,5122,4300
160,34,39,4300,25,4799,4300
164,34,40,4300,25,5765,4300
168,34,41,4300,24,5725,4300
172,34,42,4300,24,4935,4300
176,34,43,4300,25,4940,4300
180,34,44,4300,25,5158,4300
184,34,45,4300,26,4801,4300
188,34,46,4300,26,3858,4300
192,34,47,4300,25,4352,4300
196,34,48,4300,25,4316,4300
200,34,49,4300,26,3533,4300
204,34,50,4300,25,3951,4300
208,34,51,4300,24,3223,4300
212,34,52,4300,25,3798,4300
216,34,53,4300,24,5235,4300
220,34,54,4300,24,5082,4300
224,34,55,4300,24,4361,4300
228,34,56,4300,24,3331,4300
232,34,57,4300,24,2392,4300
236,34,58,4300,23,1875,4300
240,34,59,4300,23,917,4300
244,34,60,4300,23,200,4300
248,34,61,4300,27,1240,4300
252,34,62,4300,27,740,4300
256,34,63,4300,27,1799,4300
260,34,64,4300,26,1058,4300
264,34,65,4300,27,2059,4300
268,34,66,4300,27,961,4300
272,34,67,4300,27,332,4300
276,34,68,4300,27,200,4300
280,34,69,4300,30,904,4300
284,34,70,4300,30,200,4300
288,34,71,4300,30,353,4300
292,34,72,4300,32,841,4300
296,34,73,4300,32,1429,4300
300,34,74,4300,31,2549,4300
304,34,75,4300,31,1987,4300
308,34,76,4300,31,875,4300
312,34,77,4300,30,2002,4300
316,34,78,4300,31,2038,4300
320,34,79,4300,31,894,4300
324,34,80,4300,31,200,4300
328,34,81,4300,26,1542,4300
332,34,82,4300,26,1281,4300
336,34,83,4300,25,1369,4300
340,34,84,4300,25,869,4300
344,34,85,4300,26,2280,4300
348,34,86,4300,25,2747,4300
352,34,87,4300,24,3303,4300
356,34,88,4300,25,2724,4300
360,34,89,4300,25,2246,4300
4,35,0,4300,25,1910,4300
8,35,1,4300,24,3009,4300
12,35,2,4300,24,2038,4300
16,35,3,4300,23,3155,4300
20,35,4,4300,23,2031,4300
24,35,5,4300,22,2924,4300
28,35,6,4300,22,2570,4300
32,35,7,4300,23,3905,4300
36,35,8,4300,24,3607,4300
40,35,9,4300,24,3083,4300
44,35,10,4300,24,2701,4300
48,35,11,4300,24,2058,4300
52,35,12,4300,23,2569,4300
56,35,13,4300,23,2377,4300
60,35,14,4300,23,2536,4300
64,35,15,4300,23,1076,4300
68,35,16,4300,23,482,4300
72,35,17,4300,23,200,4300
76,35,18,4300,22,807,4300
80,35,19,4300,24,2128,4300
84,35,20,4300,26,3555,4300
88,35,21,4300,26,2828,4300
92,35,22,4300,26,3994,4300
96,35,23,4300,26,3358,4300
100,35,24,4300,26,3911,4300
104,35,25,4300,27,4144,4300
108,35,26,4300,26,4224,4300
112,35,27,4300,27,4283,4300
116,35,28,4300,28,4302,4300
120,35,29,4300,28,3255,4300
124,35,30,4300,29,2302,4300
128,35,31,4300,29,3282,4300
132,35,32,4300,29,3129,4300
136,35,33,4300,29,1665,4300
140,35,34,4300,29,1159,4300
144,35,35,4300,30,2074,4300
148,35,36,4300,30,985,4300
152,35,37,4300,30,200,4300
156,35,38,4300,28,1394,4300
160,35,39,4300,28,208,4300
164,35,40,4300,29,1119,4300
168,35,41,4300,28,1707,4300
172,35,42,4300,27,2446,4300
176,35,43,4300,27,2749,4300
180,35,44,4300,26,4237,4300
184,35,45,4300,25,4754,4300
188,35,46,4300,26,4824,4300
192,35,47,4300,27,3387,4300
196,35,48,4300,28,3602,4300
200,35,49,4300,27,4055,4300
204,35,50,4300,27,3625,4300
208,35,51,4300,27,2539,4300
212,35,52,4300,26,2732,4300
216,35,53,4300,27,3299,4300
220,35,54,4300,28,3069,4300
224,35,55,4300,28,3058,4300
228,35,56,4300,27,4547,4300
232,35,57,4300,27,5929,4300
236,35,58,4300,28,5649,4300
240,35,59,4300,27,4299,4300
244,35,60,4300,27,3257,4300
248,35,61,4300,27,4652,4300
252,35,62,4300,27,4922,4300
256,35,63,4300,28,3951,4300
260,35,64,4300,27,4990,4300
264,35,65,4300,26,4013,4300
268,35,66,4300,25,4834,4300
272,35,67,4300,25,4143,4300
276,35,68,4300,24,5167,4300
280,35,69,4300,23,4411,4300
284,35,70,4300,23,4963,4300
288,35,71,4300,23,4085,4300
292,35,72,4300,23,3738,4300
296,35,73,4300,24,4275,4300
300,35,74,4300,24,4244,4300
304,35,75,4300,23,3657,4300
308,35,76,4300,23,2647,4300
312,35,77,4300,23,3084,4300
316,35,78,4300,24,3177,4300
320,35,79,4300,24,2325,4300
324,35,80,4300,24,2884,4300
328,35,81,4300,25,4203,4300
332,35,82,4300,25,3406,4300
336,35,83,4300,24,4043,4300
340,35,84,4300,23,5165,4300
344,35,85,4300,23,3702,4300
348,35,86,4300,23,4443,4300
352,35,87,4300,22,3612,4300
356,35,88,4300,21,4158,4300
360,35,89,4300,21,3426,4300
4,36,0,4300,21,4757,4300
8,36,1,4300,21,5882,4300
12,36,2,4300,20,5236,4300
16,36,3,4300,21,5119,4300
20,36,4,4300,21,4617,4300
24,36,5,4300,21,5770,4300
28,36,6,4300,21,4468,4300
32,36,7,4300,20,5192,4300
36,36,8,4300,20,4131,4300
40,36,9,4300,20,5306,4300
44,36,10,235,19,4453,4300
48,36,11,3850,18,4742,235
52,36,12,3850,17,5200,3850
56,36,13,3850,17,4213,3850
60,36,14,3850,17,4407,3850
64,36,15,3850,18,4581,3850
68,36,16,235,18,3214,3850
72,36,17,2350,18,2681,235
76,36,18,235,17,2245,2350
80,36,19,2350,17,2612,235
84,36,20,3000,16,3451,2350
88,36,21,235,16,2898,3000
92,36,22,3000,17,3122,235
96,36,23,235,17,2201,3000
100,36,24,3000,17,3209,235
104,36,25,235,18,1954,3000
108,36,26,1050,19,1584,235
112,36,27,235,19,428,1050
116,36,28,4300,19,200,235
120,36,29,235,19,295,4300
124,36,30,4300,18,200,235
128,36,31,235,13,1448,4300
132,36,32,750,13,802,235
136,36,33,1750,12,2057,750
140,36,34,235,12,1198,1750
144,36,35,1750,11,1750,235
148,36,36,235,11,384,1750
152,36,37,4300,11,200,235
156,36,38,235,9,773,4300
160,36,39,4300,9,200,235
164,36,40,235,10,1226,4300
168,36,41,750,11,904,235
172,36,42,1050,12,1376,750
176,36,43,235,12,541,1050
180,36,44,4300,12,200,235
184,36,45,235,8,1430,4300
188,36,46,560,8,724,235
192,36,47,1750,10,1962,560
196,36,48,3000,9,3283,1750
200,36,49,235,8,2138,3000
204,36,50,2350,8,2433,235
208,36,51,235,8,1676,2350
212,36,52,3000,9,3153,235
216,36,53,235,8,2956,3000
220,36,54,3000,9,3350,235
224,36,55,3000,9,3020,3000
228,36,56,3850,8,4131,3000
232,36,57,3850,9,3955,3850
236,36,58,235,8,3710,3850
240,36,59,3850,9,4119,235
244,36,60,235,9,3239,3850
248,36,61,3850,8,3980,235
252,36,62,235,7,2652,3850
256,36,63,2350,7,2697,235
260,36,64,2350,7,2910,2350
264,36,65,3000,8,3809,2350
268,36,66,3000,7,3326,3000
272,36,67,235,8,2096,3000
276,36,68,2350,8,2879,235
280,36,69,3850,7,4138,2350
284,36,70,3850,6,4341,3850
288,36,71,3850,6,5710,3850
292,36,72,3850,7,5228,3850
296,36,73,3850,6,4554,3850
300,36,74,3850,6,4174,3850
304,36,75,235,7,3397,3850
308,36,76,3850,8,4663,235
312,36,77,3850,7,5717,3850
316,36,78,3850,7,5665,3850
320,36,79,3850,7,5192,3850
324,36,80,3850,6,4768,3850
328,36,81,3850,7,5900,3850
332,36,82,3850,7,4664,3850
336,36,83,3850,8,4247,3850
340,36,84,235,7,3439,3850
344,36,85,3850,8,4328,235
348,36,86,235,8,2839,3850
352,36,87,3000,8,3469,235
356,36,88,3850,8,4103,3000
360,36,89,3850,7,5094,3850
4,37,0,3850,8,4767,3850
8,37,1,3850,7,5475,3850
12,37,2,3850,6,4432,3850
16,37,3,235,6,2992,3850
20,37,4,3000,6,3699,235
24,37,5,3000,6,3500,3000
28,37,6,235,6,2344,3000
32,37,7,3000,7,3182,235
36,37,8,3850,7,4289,3000
40,37,9,235,7,3671,3850
44,37,10,3000,6,3478,235
48,37,11,235,6,2422,3000
52,37,12,1750,6,1981,235
56,37,13,235,6,785,1750
60,37,14,1750,4,1821,235
64,37,15,3000,4,3054,1750
68,37,16,3000,4,3497,3000
72,37,17,3850,3,4196,3000
76,37,18,3850,2,5622,3850
80,37,19,3850,1,5338,3850
84,37,20,3850,0,4292,3850
88,37,21,235,0,3088,3850
92,37,22,1750,0,2201,235
96,37,23,2350,0,2789,1750
100,37,24,3850,1,4033,2350
104,37,25,235,1,3546,3850
108,37,26,2350,1,2887,235
112,37,27,3850,2,4067,2350
116,37,28,3850,3,3855,3850
120,37,29,235,3,2635,3850
124,37,30,3850,3,3884,235
128,37,31,3850,4,4595,3850
132,37,32,3850,5,5357,3850
136,37,33,3850,6,4177,3850
140,37,34,3850,7,3979,3850
144,37,35,235,7,2789,3850
148,37,36,3850,7,3894,235
152,37,37,3850,7,4421,3850
156,37,38,235,7,3131,3850
160,37,39,1750,7,1896,235
164,37,40,1750,8,2037,1750
168,37,41,235,8,763,1750
172,37,42,4300,8,200,235
176,37,43,235,10,1685,4300
180,37,44,1050,11,1746,235
184,37,45,2350,12,2647,1050
