Time,Cycle,Iteration,PacketSize,B,C,R_last
212,9,52,3850,26,860,3850
216,9,53,3850,26,200,3850
220,9,54,3850,29,1546,3850
224,9,55,3850,28,1545,3850
228,9,56,3850,27,1113,3850
232,9,57,3850,28,1862,3850
236,9,58,3850,29,3151,3850
240,9,59,3850,29,2025,3850
244,9,60,3850,29,3210,3850
248,9,61,3850,29,3101,3850
252,9,62,3850,30,4188,3850
256,9,63,3850,30,5253,3850
260,9,64,3850,29,4815,3850
264,9,65,4300,29,6019,3850
268,9,66,4300,30,5506,4300
272,9,67,4300,31,4868,4300
276,9,68,4300,31,4505,4300
280,9,69,4300,32,5073,4300
284,9,70,4300,32,3839,4300
288,9,71,4300,33,5003,4300
292,9,72,4300,33,3851,4300
296,9,73,4300,32,3859,4300
300,9,74,4300,32,3453,4300
304,9,75,4300,31,2558,4300
308,9,76,4300,32,1751,4300
312,9,77,4300,32,1292,4300
316,9,78,4300,32,200,4300
320,9,79,4300,37,1157,4300
324,9,80,4300,39,2636,4300
328,9,81,4300,39,2315,4300
332,9,82,4300,39,1355,4300
336,9,83,4300,40,1334,4300
340,9,84,4300,39,2444,4300
344,9,85,4300,40,1343,4300
348,9,86,4300,40,2370,4300
352,9,87,4300,39,2643,4300
356,9,88,4300,38,3250,4300
360,9,89,4300,38,4629,4300
4,10,0,4300,39,3133,4300
8,10,1,4300,39,2028,4300
12,10,2,4300,39,2039,4300
16,10,3,4300,39,1127,4300
20,10,4,4300,39,200,4300
24,10,5,4300,40,819,4300
28,10,6,4300,38,1573,4300
32,10,7,4300,38,2417,4300
36,10,8,4300,38,3860,4300
40,10,9,4300,37,4434,4300
44,10,10,4300,37,3806,4300
48,10,11,4300,36,3317,4300
52,10,12,4300,36,3126,4300
56,10,13,4300,37,4328,4300
60,10,14,4300,38,5211,4300
64,10,15,4300,37,4084,4300
68,10,16,4300,38,5499,4300
72,10,17,4300,38,4619,4300
76,10,18,4300,38,3321,4300
80,10,19,4300,39,3914,4300
84,10,20,4300,39,4473,4300
88,10,21,4300,38,5672,4300
92,10,22,4300,37,4734,4300
96,10,23,4300,36,6048,4300
100,10,24,4300,37,5915,4300
104,10,25,4300,37,5131,4300
108,10,26,4300,37,4398,4300
112,10,27,4300,36,4739,4300
116,10,28,4300,36,3319,4300
120,10,29,4300,36,3729,4300
124,10,30,4300,36,2600,4300
128,10,31,4300,36,1695,4300
132,10,32,4300,36,2552,4300
136,10,33,4300,36,1248,4300
140,10,34,4300,36,200,4300
144,10,35,4300,36,991,4300
148,10,36,4300,36,656,4300
152,10,37,4300,36,200,4300
156,10,38,4300,40,1128,4300
160,10,39,4300,40,372,4300
164,10,40,4300,40,200,4300
168,10,41,4300,42,1344,4300
172,10,42,4300,41,750,4300
176,10,43,4300,43,1983,4300
180,10,44,4300,43,957,4300
184,10,45,4300,43,1952,4300
188,10,46,4300,42,3036,4300
192,10,47,4300,43,3145,4300
196,10,48,4300,42,2162,4300
200,10,49,4300,41,3327,4300
204,10,50,4300,41,3027,4300
208,10,51,4300,42,2595,4300
212,10,52,4300,42,2094,4300
216,10,53,4300,42,2405,4300
220,10,54,4300,42,2538,4300
224,10,55,4300,42,3756,4300
228,10,56,4300,43,4388,4300
232,10,57,4300,43,4926,4300
236,10,58,4300,43,3856,4300
240,10,59,4300,43,4016,4300
244,10,60,4300,42,4947,4300
248,10,61,4300,43,5303,4300
252,10,62,4300,44,4229,4300
256,10,63,4300,45,3783,4300
260,10,64,4300,44,2663,4300
264,10,65,4300,43,2456,4300
268,10,66,4300,42,3701,4300
272,10,67,4300,42,3309,4300
276,10,68,4300,42,1831,4300
280,10,69,4300,41,2263,4300
284,10,70,4300,41,3484,4300
288,10,71,4300,40,2966,4300
292,10,72,4300,40,1633,4300
296,10,73,4300,40,1217,4300
300,10,74,4300,40,200,4300
304,10,75,4300,39,792,4300
308,10,76,4300,39,200,4300
312,10,77,4300,39,281,4300
316,10,78,4300,40,755,4300
320,10,79,4300,40,743,4300
324,10,80,4300,40,270,4300
328,10,81,4300,39,1107,4300
332,10,82,4300,37,2206,4300
336,10,83,4300,37,3372,4300
340,10,84,4300,38,2876,4300
344,10,85,4300,38,2460,4300
348,10,86,4300,38,1090,4300
352,10,87,4300,38,245,4300
356,10,88,4300,38,1363,4300
360,10,89,4300,38,200,4300
4,11,0,4300,40,341,4300
8,11,1,4300,40,733,4300
12,11,2,4300,40,382,4300
16,11,3,4300,41,457,4300
20,11,4,4300,41,200,4300
24,11,5,4300,39,489,4300
28,11,6,4300,39,200,4300
32,11,7,4300,37,447,4300
36,11,8,4300,36,612,4300
40,11,9,4300,35,1598,4300
44,11,10,4300,35,2020,4300
48,11,11,4300,35,2094,4300
52,11,12,4300,36,2905,4300
56,11,13,4300,36,3830,4300
60,11,14,4300,36,2997,4300
64,11,15,4300,35,3634,4300
68,11,16,4300,36,3702,4300
72,11,17,4300,35,4467,4300
76,11,18,4300,35,3304,4300
80,11,19,4300,34,3669,4300
84,11,20,4300,34,2711,4300
88,11,21,4300,34,3114,4300
92,11,22,4300,34,3583,4300
96,11,23,4300,35,3089,4300
100,11,24,4300,35,2006,4300
104,11,25,4300,35,3342,4300
108,11,26,4300,36,3131,4300
112,11,27,4300,36,3172,4300
116,11,28,4300,35,4261,4300
120,11,29,4300,35,5302,4300
124,11,30,4300,35,4989,4300
128,11,31,4300,35,3964,4300
132,11,32,4300,36,5172,4300
136,11,33,4300,37,5143,4300
140,11,34,4300,37,5125,4300
144,11,35,4300,36,4220,4300
148,11,36,4300,36,3270,4300
152,11,37,4300,36,3683,4300
156,11,38,4300,37,4559,4300
160,11,39,4300,37,4418,4300
164,11,40,4300,36,5611,4300
168,11,41,4300,35,5353,4300
172,11,42,4300,35,5297,4300
176,11,43,4300,36,4409,4300
180,11,44,4300,35,3210,4300
184,11,45,4300,35,3223,4300
188,11,46,4300,35,3283,4300
192,11,47,4300,35,4045,4300
196,11,48,4300,35,5110,4300
200,11,49,4300,36,4972,4300
204,11,50,4300,35,5493,4300
208,11,51,4300,36,5064,4300
212,11,52,4300,36,4263,4300
216,11,53,4300,35,2794,4300
220,11,54,4300,34,2862,4300
224,11,55,4300,35,2385,4300
228,11,56,4300,35,1423,4300
232,11,57,4300,35,832,4300
236,11,58,4300,36,1003,4300
240,11,59,4300,37,1814,4300
244,11,60,4300,37,1519,4300
248,11,61,4300,37,1849,4300
252,11,62,4300,37,882,4300
256,11,63,4300,37,200,4300
260,11,64,4300,37,730,4300
264,11,65,4300,35,1713,4300
268,11,66,4300,35,489,4300
272,11,67,4300,33,1212,4300
276,11,68,4300,33,212,4300
280,11,69,4300,39,1413,4300
284,11,70,4300,39,533,4300
288,11,71,4300,40,487,4300
292,11,72,4300,40,200,4300
296,11,73,4300,39,286,4300
300,11,74,4300,36,1680,4300
304,11,75,4300,37,3085,4300
308,11,76,4300,37,2957,4300
312,11,77,4300,38,3102,4300
316,11,78,4300,38,2667,4300
320,11,79,4300,38,2558,4300
324,11,80,4300,36,3889,4300
328,11,81,4300,37,5015,4300
332,11,82,4300,38,4708,4300
336,11,83,4300,38,4575,4300
340,11,84,4300,38,4179,4300
344,11,85,4300,39,4432,4300
348,11,86,4300,38,4248,4300
352,11,87,4300,38,4040,4300
356,11,88,4300,38,4236,4300
360,11,89,4300,38,2794,4300
4,12,0,4300,39,2573,4300
8,12,1,4300,38,2464,4300
12,12,2,4300,38,2249,4300
16,12,3,4300,38,1299,4300
20,12,4,4300,37,1986,4300
24,12,5,4300,36,1894,4300
28,12,6,4300,35,1963,4300
32,12,7,4300,36,2019,4300
36,12,8,4300,36,3007,4300
40,12,9,4300,35,4217,4300
44,12,10,4300,35,2757,4300
48,12,11,4300,34,3660,4300
52,12,12,4300,33,4106,4300
56,12,13,4300,33,4882,4300
60,12,14,4300,32,4018,4300
64,12,15,4300,32,2859,4300
68,12,16,4300,31,3799,4300
72,12,17,4300,30,4088,4300
76,12,18,4300,31,4631,4300
80,12,19,4300,31,3163,4300
84,12,20,4300,32,2076,4300
88,12,21,4300,33,3063,4300
92,12,22,4300,34,3212,4300
96,12,23,4300,33,3795,4300
100,12,24,4300,32,3242,4300
104,12,25,4300,32,3476,4300
108,12,26,4300,32,2765,4300
112,12,27,4300,32,1545,4300
116,12,28,4300,32,424,4300
120,12,29,4300,35,1875,4300
124,12,30,4300,34,2516,4300
128,12,31,4300,34,1981,4300
132,12,32,4300,34,842,4300
136,12,33,4300,34,231,4300
140,12,34,4300,34,492,4300
144,12,35,4300,34,267,4300
148,12,36,4300,34,200,4300
152,12,37,4300,31,906,4300
156,12,38,4300,31,200,4300
160,12,39,4300,32,334,4300
164,12,40,4300,32,200,4300
168,12,41,4300,26,1144,4300
172,12,42,4300,26,200,4300
176,12,43,4300,25,236,4300
180,12,44,4300,28,1429,4300
184,12,45,4300,29,1432,4300
188,12,46,4300,30,802,4300
192,12,47,4300,29,1448,4300
196,12,48,4300,29,1396,4300
200,12,49,4300,31,2840,4300
204,12,50,4300,32,2797,4300
208,12,51,4300,32,2970,4300
212,12,52,4300,32,2304,4300
216,12,53,4300,33,2711,4300
220,12,54,4300,33,2412,4300
224,12,55,4300,32,3050,4300
228,12,56,4300,32,3261,4300
232,12,57,4300,32,3946,4300
236,12,58,4300,32,3781,4300
240,12,59,4300,32,3370,4300
244,12,60,4300,32,4434,4300
248,12,61,4300,32,3495,4300
252,12,62,4300,32,3965,4300
256,12,63,4300,32,4833,4300
260,12,64,4300,32,3803,4300
264,12,65,4300,31,5164,4300
268,12,66,4300,30,4376,4300
272,12,67,4300,29,4095,4300
276,12,68,4300,30,5110,4300
280,12,69,4300,30,4499,4300
284,12,70,4300,30,5543,4300
288,12,71,4300,30,4766,4300
292,12,72,4300,31,5812,4300
296,12,73,4300,31,4695,4300
300,12,74,4300,30,5558,4300
304,12,75,4300,29,4255,4300
308,12,76,4300,29,5349,4300
312,12,77,4300,29,4761,4300
316,12,78,4300,30,4053,4300
320,12,79,4300,30,3034,4300
324,12,80,4300,30,3164,4300
328,12,81,4300,30,2764,4300
332,12,82,4300,30,1277,4300
336,12,83,4300,30,2610,4300
340,12,84,4300,30,1299,4300
344,12,85,4300,31,1828,4300
348,12,86,4300,31,1813,4300
352,12,87,4300,31,348,4300
356,12,88,4300,28,1549,4300
360,12,89,4300,28,1124,4300
4,13,0,4300,27,1400,4300
8,13,1,4300,26,2611,4300
12,13,2,4300,26,2230,4300
16,13,3,4300,27,2112,4300
20,13,4,4300,27,3224,4300
24,13,5,4300,27,2468,4300
28,13,6,4300,26,2183,4300
32,13,7,4300,26,1267,4300
36,13,8,4300,26,200,4300
40,13,9,4300,25,612,4300
44,13,10,4300,25,200,4300
48,13,11,4300,22,959,4300
52,13,12,4300,21,1044,4300
56,13,13,235,19,2382,4300
60,13,14,1750,19,1865,235
64,13,15,235,19,1474,1750
68,13,16,1050,20,1360,235
72,13,17,1050,20,1067,1050
76,13,18,2350,20,2366,1050
80,13,19,2350,20,2804,2350
84,13,20,2350,20,2455,2350
88,13,21,2350,20,2554,2350
92,13,22,2350,20,1758,2350
96,13,23,235,19,2224,2350
100,13,24,1050,19,1179,235
104,13,25,1050,18,1237,1050
108,13,26,1050,17,1284,1050
112,13,27,2350,17,2469,1050
116,13,28,235,18,2006,2350
120,13,29,3000,18,3025,235
124,13,30,235,18,2857,3000
128,13,31,3000,18,3081,235
132,13,32,235,19,1924,3000
136,13,33,2350,20,2918,235
140,13,34,2350,19,2920,2350
144,13,35,2350,20,2999,2350
148,13,36,3850,19,4232,2350
152,13,37,3850,20,5089,3850
156,13,38,3850,21,4751,3850
160,13,39,3850,22,6179,3850
164,13,40,3850,23,5638,3850
168,13,41,3850,23,4638,3850
172,13,42,3850,22,5130,3850
176,13,43,3850,22,4144,3850
180,13,44,3850,23,2801,3850
184,13,45,3850,23,2451,3850
188,13,46,3850,23,2644,3850
192,13,47,3850,22,3402,3850
196,13,48,3850,22,2372,3850
200,13,49,3850,22,1093,3850
204,13,50,3850,22,1870,3850
208,13,51,3850,22,933,3850
212,13,52,3850,24,2357,3850
216,13,53,3850,25,1276,3850
220,13,54,3850,25,1536,3850
224,13,55,3850,25,2068,3850
228,13,56,3850,25,2404,3850
232,13,57,3850,25,1959,3850
236,13,58,3850,24,1862,3850
240,13,59,3850,25,2817,3850
244,13,60,3850,25,3110,3850
248,13,61,3850,26,2683,3850
252,13,62,3850,27,2970,3850
256,13,63,3850,27,3592,3850
260,13,64,3850,27,2783,3850
264,13,65,3850,27,1286,3850
268,13,66,3850,27,200,3850
272,13,67,3850,22,1650,3850
276,13,68,3850,21,1832,3850
280,13,69,3850,21,2346,3850
284,13,70,3850,22,3522,3850
288,13,71,3850,23,3312,3850
292,13,72,3850,23,3980,3850
296,13,73,3850,23,5464,3850
300,13,74,3850,23,4143,3850
304,13,75,3850,23,3393,3850
308,13,76,3850,23,2344,3850
312,13,77,3850,22,2990,3850
316,13,78,3850,21,3148,3850
320,13,79,3850,21,3732,3850
324,13,80,3850,21,4091,3850
328,13,81,3850,21,3621,3850
332,13,82,3850,20,3638,3850
336,13,83,3850,19,4888,3850
340,13,84,3850,20,5260,3850
344,13,85,3850,20,5242,3850
348,13,86,3850,20,4532,3850
352,13,87,3850,19,4186,3850
356,13,88,3850,18,4094,3850
360,13,89,3850,18,4150,3850
4,14,0,3850,18,4318,3850
8,14,1,3850,19,4908,3850
12,14,2,3850,20,5427,3850
16,14,3,3850,20,4057,3850
20,14,4,3850,20,4426,3850
24,14,5,3850,19,5306,3850
28,14,6,3850,18,4914,3850
32,14,7,3850,18,4038,3850
36,14,8,235,18,3362,3850
40,14,9,2350,18,2872,235
44,14,10,3000,18,3723,2350
48,14,11,3000,19,3350,3000
52,14,12,3850,20,3960,3000
56,14,13,3850,20,3179,3850
60,14,14,3850,20,3882,3850
64,14,15,3850,21,3912,3850
68,14,16,3850,21,3208,3850
72,14,17,3850,21,2951,3850
76,14,18,3850,21,2422,3850
80,14,19,3850,21,1111,3850
84,14,20,3850,21,482,3850
88,14,21,3850,24,1702,3850
92,14,22,3850,26,2803,3850
96,14,23,3850,26,1428,3850
100,14,24,3850,26,200,3850
104,14,25,3850,24,659,3850
108,14,26,3850,24,693,3850
112,14,27,3850,26,1454,3850
116,14,28,3850,27,1653,3850
120,14,29,3850,27,1266,3850
124,14,30,3850,27,1599,3850
128,14,31,3850,26,2661,3850
132,14,32,3850,26,3920,3850
136,14,33,3850,26,5309,3850
140,14,34,3850,26,4028,3850
144,14,35,3850,27,4294,3850
148,14,36,3850,27,3276,3850
152,14,37,3850,27,2041,3850
156,14,38,3850,26,2418,3850
160,14,39,3850,25,3116,3850
164,14,40,3850,25,3996,3850
168,14,41,3850,25,3653,3850
172,14,42,3850,24,4686,3850
176,14,43,3850,25,5047,3850
180,14,44,3850,25,4390,3850
184,14,45,3850,24,5530,3850
188,14,46,3850,24,4587,3850
192,14,47,3850,25,4042,3850
196,14,48,3850,24,5337,3850
200,14,49,3850,24,4752,3850
204,14,50,3850,25,5887,3850
208,14,51,3850,25,5255,3850
212,14,52,3850,25,3929,3850
216,14,53,3850,25,2461,3850
220,14,54,3850,25,1884,3850
224,14,55,3850,25,2050,3850
228,14,56,3850,25,571,3850
232,14,57,3850,25,200,3850
236,14,58,3850,23,428,3850
240,14,59,3850,23,396,3850
244,14,60,3850,24,1880,3850
248,14,61,3850,24,3336,3850
252,14,62,3850,25,2791,3850
256,14,63,3850,26,2864,3850
260,14,64,3850,26,1505,3850
264,14,65,3850,25,1873,3850
268,14,66,3850,25,872,3850
272,14,67,3850,24,798,3850
276,14,68,3850,24,2048,3850
280,14,69,3850,24,2165,3850
284,14,70,3850,24,1161,3850
288,14,71,3850,22,2580,3850
292,14,72,3850,22,1164,3850
296,14,73,3850,24,1932,3850
300,14,74,3850,24,805,3850
304,14,75,3850,24,2235,3850
308,14,76,3850,23,3319,3850
312,14,77,3850,23,2781,3850
316,14,78,3850,22,4269,3850
320,14,79,3850,21,3486,3850
324,14,80,3850,21,3734,3850
328,14,81,3850,20,3447,3850
332,14,82,3850,21,3616,3850
336,14,83,3850,22,2896,3850
340,14,84,3850,22,3252,3850
344,14,85,3850,22,4426,3850
348,14,86,3850,21,5561,3850
352,14,87,3850,21,4675,3850
356,14,88,3850,22,4027,3850
360,14,89,3850,22,2696,3850
4,15,0,3850,22,1750,3850
8,15,1,3850,22,1120,3850
12,15,2,3850,22,1395,3850
16,15,3,3850,22,834,3850
20,15,4,3850,22,200,3850
24,15,5,3850,24,1582,3850
28,15,6,3850,23,1733,3850
32,15,7,3850,23,586,3850
36,15,8,3850,23,200,3850
40,15,9,3850,22,529,3850
44,15,10,3850,26,1989,3850
48,15,11,3850,26,987,3850
52,15,12,3850,26,200,3850
56,15,13,3850,23,1247,3850
60,15,14,3850,22,1710,3850
64,15,15,3850,22,2955,3850
68,15,16,3850,22,1809,3850
72,15,17,3850,22,586,3850
76,15,18,3850,22,861,3850
80,15,19,3850,22,200,3850
84,15,20,3850,23,450,3850
88,15,21,3850,23,200,3850
92,15,22,235,19,884,3850
96,15,23,560,19,573,235
100,15,24,1750,21,2037,560
104,15,25,2350,22,2795,1750
108,15,26,2350,21,2830,2350
112,15,27,2350,21,2997,2350
116,15,28,2350,20,2694,2350
120,15,29,2350,20,2776,2350
124,15,30,3850,19,4181,2350
128,15,31,3850,19,4521,3850
132,15,32,3850,20,3176,3850
136,15,33,3850,20,2658,3850
140,15,34,3850,21,4048,3850
144,15,35,3850,21,4039,3850
148,15,36,3850,21,3227,3850
152,15,37,3850,21,2616,3850
156,15,38,3850,21,1437,3850
160,15,39,3850,20,1135,3850
164,15,40,3850,20,247,3850
168,15,41,3850,21,200,3850
172,15,42,3850,22,1423,3850
176,15,43,3850,22,854,3850
180,15,44,3850,22,2095,3850
184,15,45,3850,22,1852,3850
188,15,46,3850,21,1877,3850
192,15,47,3850,21,860,3850
196,15,48,3850,21,323,3850
200,15,49,3850,23,1119,3850
204,15,50,3850,22,1072,3850
208,15,51,3850,23,2563,3850
212,15,52,3850,23,1190,3850
216,15,53,3850,23,373,3850
220,15,54,3850,23,200,3850
224,15,55,3850,24,724,3850
228,15,56,3850,24,200,3850
232,15,57,3850,22,1424,3850
236,15,58,3850,22,458,3850
240,15,59,3850,23,1091,3850
244,15,60,3850,23,235,3850
248,15,61,3850,24,884,3850
252,15,62,3850,24,615,3850
256,15,63,3850,23,946,3850
260,15,64,3850,23,200,3850
264,15,65,3850,27,780,3850
268,15,66,3850,27,200,3850
272,15,67,3850,27,480,3850
276,15,68,3850,29,1173,3850
280,15,69,3850,30,1264,3850
284,15,70,3850,30,343,3850
288,15,71,3850,29,828,3850
292,15,72,3850,32,2178,3850
296,15,73,3850,33,2554,3850
300,15,74,3850,32,2800,3850
304,15,75,3850,31,2021,3850
308,15,76,3850,32,3393,3850
312,15,77,3850,31,2541,3850
316,15,78,3850,30,2877,3850
320,15,79,3850,30,2608,3850
324,15,80,3850,29,3091,3850
328,15,81,3850,29,1658,3850
332,15,82,3850,30,2700,3850
336,15,83,3850,30,1805,3850
340,15,84,3850,30,563,3850
344,15,85,3850,32,1460,3850
348,15,86,3850,32,324,3850
352,15,87,3850,32,200,3850
356,15,88,3850,32,1146,3850
360,15,89,3850,32,200,3850
4,16,0,3850,32,1665,3850
8,16,1,3850,33,1528,3850
12,16,2,3850,34,1036,3850
16,16,3,3850,33,1772,3850
20,16,4,3850,32,3188,3850
24,16,5,3850,32,2457,3850
28,16,6,3850,33,2824,3850
32,16,7,3850,33,2740,3850
36,16,8,3850,32,4103,3850
40,16,9,3850,32,4724,3850
44,16,10,3850,32,4080,3850
48,16,11,3850,32,3120,3850
52,16,12,3850,31,3348,3850
56,16,13,3850,31,3372,3850
60,16,14,3850,31,2717,3850
64,16,15,3850,30,3482,3850
68,16,16,3850,30,4520,3850
72,16,17,3850,31,3991,3850
76,16,18,3850,31,3139,3850
80,16,19,3850,31,2240,3850
84,16,20,3850,31,1764,3850
88,16,21,3850,30,3207,3850
92,16,22,3850,30,4343,3850
96,16,23,3850,31,5093,3850
100,16,24,3850,31,4119,3850
104,16,25,3850,32,4253,3850
108,16,26,3850,31,4944,3850
112,16,27,3850,31,4385,3850
116,16,28,3850,32,4924,3850
120,16,29,4300,32,5571,3850
124,16,30,4300,33,5309,4300
128,16,31,4300,33,4243,4300
132,16,32,4300,33,3107,4300
136,16,33,4300,33,3894,4300
140,16,34,4300,33,4223,4300
144,16,35,4300,34,4181,4300
148,16,36,4300,33,4617,4300
152,16,37,4300,34,3816,4300
156,16,38,4300,34,4870,4300
160,16,39,4300,33,6285,4300
164,16,40,4300,32,5057,4300
168,16,41,4300,32,5005,4300
172,16,42,4300,32,3562,4300
176,16,43,4300,31,4163,4300
180,16,44,4300,31,5434,4300
184,16,45,4300,30,4373,4300
188,16,46,4300,30,4027,4300
192,16,47,4300,29,3680,4300
196,16,48,4300,28,3379,4300
200,16,49,4300,27,1948,4300
204,16,50,4300,26,2701,4300
208,16,51,4300,28,4188,4300
212,16,52,4300,28,3052,4300
216,16,53,4300,28,2604,4300
220,16,54,4300,28,2373,4300
224,16,55,4300,28,1076,4300
228,16,56,4300,28,1769,4300
232,16,57,4300,27,1619,4300
236,16,58,4300,27,2573,4300
240,16,59,4300,27,1410,4300
244,16,60,4300,27,200,4300
248,16,61,4300,27,678,4300
252,16,62,4300,27,200,4300
256,16,63,4300,29,906,4300
260,16,64,4300,31,2401,4300
264,16,65,4300,31,2815,4300
268,16,66,4300,31,2250,4300
272,16,67,4300,32,3018,4300
276,16,68,4300,32,3415,4300
280,16,69,4300,32,4391,4300
284,16,70,4300,32,4492,4300
288,16,71,4300,33,5634,4300
292,16,72,4300,33,4737,4300
296,16,73,4300,33,3886,4300
300,16,74,4300,33,2947,4300
304,16,75,4300,33,4447,4300
308,16,76,4300,33,5310,4300
312,16,77,4300,33,4310,4300
316,16,78,4300,34,4760,4300
320,16,79,4300,34,5945,4300
324,16,80,4300,33,4610,4300
328,16,81,4300,34,4202,4300
332,16,82,4300,34,2965,4300
336,16,83,4300,34,2131,4300
340,16,84,4300,34,3487,4300
344,16,85,4300,33,3954,4300
348,16,86,4300,34,3333,4300
352,16,87,4300,34,2969,4300
356,16,88,4300,34,2088,4300
360,16,89,4300,34,953,4300
4,17,0,4300,36,2234,4300
8,17,1,4300,35,2731,4300
12,17,2,4300,36,2566,4300
16,17,3,4300,35,3410,4300
20,17,4,4300,36,3655,4300
24,17,5,4300,35,4683,4300
28,17,6,4300,36,4974,4300
32,17,7,4300,36,5017,4300
36,17,8,4300,36,4520,4300
40,17,9,4300,36,3976,4300
44,17,10,4300,36,3352,4300
48,17,11,4300,37,2696,4300
52,17,12,4300,37,2991,4300
56,17,13,4300,37,2305,4300
60,17,14,4300,37,1392,4300
64,17,15,4300,39,2655,4300
68,17,16,4300,39,1334,4300
72,17,17,4300,40,2742,4300
76,17,18,4300,39,1869,4300
80,17,19,4300,40,1069,4300
84,17,20,4300,40,200,4300
88,17,21,4300,41,922,4300
92,17,22,4300,41,2343,4300
96,17,23,4300,42,1569,4300
100,17,24,4300,43,2505,4300
104,17,25,4300,43,1662,4300
108,17,26,4300,43,512,4300
112,17,27,4300,44,1509,4300
116,17,28,4300,42,2766,4300
120,17,29,4300,42,2118,4300
124,17,30,4300,43,1589,4300
128,17,31,4300,43,1245,4300
132,17,32,4300,43,806,4300
136,17,33,4300,43,200,4300
140,17,34,4300,43,393,4300
144,17,35,4300,43,200,4300
148,17,36,4300,43,443,4300
152,17,37,4300,43,200,4300
156,17,38,4300,43,1613,4300
160,17,39,4300,43,1842,4300
164,17,40,4300,43,771,4300
168,17,41,4300,43,206,4300
172,17,42,4300,42,200,4300
176,17,43,4300,40,721,4300
180,17,44,4300,40,200,4300
184,17,45,4300,42,1200,4300
188,17,46,4300,42,1326,4300
192,17,47,4300,42,467,4300
196,17,48,4300,45,1668,4300
200,17,49,4300,45,420,4300
204,17,50,4300,45,200,4300
208,17,51,4300,42,1519,4300
212,17,52,4300,41,2242,4300
216,17,53,4300,41,768,4300
220,17,54,4300,40,1838,4300
224,17,55,4300,40,1491,4300
228,17,56,4300,40,943,4300
232,17,57,4300,41,1539,4300
236,17,58,4300,42,995,4300
240,17,59,4300,40,2341,4300
244,17,60,4300,39,3659,4300
248,17,61,4300,40,4766,4300
252,17,62,4300,39,6152,4300
256,17,63,4300,40,5977,4300
260,17,64,4300,40,5393,4300
264,17,65,4300,39,4308,4300
268,17,66,4300,38,3386,4300
272,17,67,4300,37,4252,4300
276,17,68,4300,36,5226,4300
280,17,69,4300,37,4072,4300
284,17,70,4300,36,4163,4300
288,17,71,4300,36,3191,4300
292,17,72,4300,35,3022,4300
296,17,73,4300,34,3161,4300
300,17,74,4300,35,3925,4300
304,17,75,4300,35,4021,4300
308,17,76,4300,35,2524,4300
312,17,77,4300,34,3363,4300
316,17,78,4300,33,4450,4300
320,17,79,4300,32,5937,4300
324,17,80,4300,33,5750,4300
328,17,81,4300,33,5490,4300
332,17,82,4300,33,4967,4300
336,17,83,4300,34,5520,4300
340,17,84,4300,33,5017,4300
344,17,85,4300,33,3653,4300
348,17,86,4300,32,4703,4300
352,17,87,4300,32,3992,4300
356,17,88,4300,31,3488,4300
360,17,89,4300,32,2890,4300
4,18,0,4300,33,2830,4300
8,18,1,4300,33,2883,4300
12,18,2,4300,34,3890,4300
16,18,3,4300,34,2888,4300
20,18,4,4300,34,1419,4300
24,18,5,4300,33,1502,4300
28,18,6,4300,32,2926,4300
32,18,7,4300,32,1935,4300
36,18,8,4300,32,3288,4300
40,18,9,4300,31,2802,4300
44,18,10,4300,31,2431,4300
48,18,11,4300,31,3023,4300
52,18,12,4300,30,3902,4300
56,18,13,4300,29,5253,4300
60,18,14,4300,29,3774,4300
64,18,15,4300,29,4097,4300
68,18,16,4300,29,5013,4300
72,18,17,4300,29,4735,4300
76,18,18,4300,29,4008,4300
80,18,19,4300,29,4275,4300
84,18,20,4300,28,5430,4300
88,18,21,4300,28,5275,4300
92,18,22,4300,28,4438,4300
96,18,23,4300,28,3624,4300
100,18,24,4300,29,2604,4300
104,18,25,4300,28,3276,4300
108,18,26,4300,27,4571,4300
112,18,27,4300,27,3702,4300
116,18,28,4300,26,2528,4300
120,18,29,4300,25,2207,4300
124,18,30,4300,25,2950,4300
128,18,31,4300,25,2823,4300
132,18,32,4300,25,3613,4300
136,18,33,4300,26,3631,4300
140,18,34,4300,25,3197,4300
144,18,35,4300,25,2706,4300
148,18,36,4300,26,2750,4300
152,18,37,4300,26,1740,4300
156,18,38,4300,26,2129,4300
160,18,39,4300,25,2468,4300
164,18,40,4300,25,2800,4300
168,18,41,4300,25,2411,4300
172,18,42,4300,25,1460,4300
176,18,43,4300,26,1607,4300
180,18,44,4300,26,506,4300
184,18,45,4300,26,200,4300
188,18,46,4300,25,1330,4300
192,18,47,4300,25,200,4300
196,18,48,4300,26,1567,4300
200,18,49,4300,26,1971,4300
204,18,50,4300,27,1256,4300
208,18,51,4300,28,1984,4300
212,18,52,4300,28,3354,4300
216,18,53,4300,28,3815,4300
220,18,54,4300,29,4480,4300
224,18,55,4300,30,5617,4300
228,18,56,4300,30,5214,4300
232,18,57,4300,30,4552,4300
236,18,58,4300,30,5245,4300
240,18,59,4300,30,5177,4300
244,18,60,4300,30,3827,4300
248,18,61,4300,30,4348,4300
252,18,62,4300,30,3425,4300
256,18,63,4300,29,4683,4300
260,18,64,4300,28,4334,4300
264,18,65,4300,27,5250,4300
268,18,66,4300,27,4072,4300
272,18,67,4300,27,3368,4300
276,18,68,4300,27,2831,4300
280,18,69,4300,26,3972,4300
284,18,70,4300,27,4188,4300
288,18,71,4300,27,3187,4300
292,18,72,4300,27,4263,4300
